tweets;related;rainfall (mm/30min);precision;recall;Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Normalized precision;Normalized recall;Next batch rainfall (mm/30min)
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.0;0.0;0.15;0.0;0.0;0.0;0.0;0.2
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
1;0;1.78;0.0;0.0;0.05;0.0;0.06029810298102981;0.0;0.0;0.59
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.0;0.0;0.006775067750677507;0.0;0.0;0.2
2;0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0
6;0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0
5;0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
5;0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.57
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;0;1.38;0.0;0.0;0.15;0.0;0.046747967479674794;0.0;0.0;0.39
2;0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
0;0;1.18;0.0;0.0;0.0;0.0;0.039972899728997285;0.0;0.0;1.57
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.0;0.0;0.006775067750677507;0.0;0.0;3.35
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.2
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
6;0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0
1;0;0.2;0.0;0.0;0.05;0.0;0.006775067750677507;0.0;0.0;0.99
2;0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0;0.79;0.0;0.0;0.1;0.0;0.02676151761517615;0.0;0.0;0.4
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;0;0.98;0.0;0.0;0.15;0.0;0.03319783197831978;0.0;0.0;2.17
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;2.36;0.0;0.0;0.0;0.0;0.07994579945799457;0.0;0.0;1.18
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
1;0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0
6;0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0
1;0;0.2;0.0;0.0;0.05;0.0;0.006775067750677507;0.0;0.0;0.4
3;0;0.0;0.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0
