tweets;related;rainfall (mm/30min);precision;recall;Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Normalized precision;Normalized recall;Next batch rainfall (mm/30min)
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.012345679012345678;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.012345679012345678;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.012345679012345678;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.024691358024691357;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.012345679012345678;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.012345679012345678;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.0;0.0;0.037037037037037035;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.024691358024691357;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.0;0.0;0.037037037037037035;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.012345679012345678;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.012345679012345678;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.012345679012345678;0.0;0.0;0.0;0.0;0.0
4;0;0.2;0.0;0.0;0.04938271604938271;0.0;0.004830917874396136;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.012345679012345678;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.024691358024691357;0.0;0.0;0.0;0.0;0.0
