tweets;related;rainfall (mm/30min);precision;recall;Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Normalized precision;Normalized recall;Next batch rainfall (mm/30min)
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.59
1;0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;0;0.2;0.0;0.0;0.125;0.0;0.12738853503184713;0.0;0.0;0.0
1;0;0.2;0.0;0.0;0.03125;0.0;0.12738853503184713;0.0;0.0;0.2
2;0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0;0.2;0.0;0.0;0.0625;0.0;0.12738853503184713;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9;0;0.0;0.0;0.0;0.28125;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.0;0.0;0.09375;0.0;0.0;0.0;0.0;0.0
5;0;0.2;0.0;0.0;0.15625;0.0;0.12738853503184713;0.0;0.0;0.2
2;0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.0;0.0;0.09375;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.0;0.0;0.09375;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.0;0.0;0.12738853503184713;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.2;0.0;0.0;0.03125;0.0;0.12738853503184713;0.0;0.0;0.2
1;0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0
8;0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0
12;0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.0;0.0;0.12738853503184713;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0
0;0;0.4;0.0;0.0;0.0;0.0;0.25477707006369427;0.0;0.0;0.4
2;0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.0;0.0;0.09375;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0
5;0;0.0;0.0;0.0;0.15625;0.0;0.0;0.0;0.0;0.0
11;0;0.0;0.0;0.0;0.34375;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0
2;0;0.79;0.0;0.0;0.0625;0.0;0.5031847133757962;0.0;0.0;0.98
2;0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0
5;0;0.0;0.0;0.0;0.15625;0.0;0.0;0.0;0.0;0.2
