tweets;related;rainfall (mm/30min);Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min)
9;0;0.0;0.14516129032258066;0.0;0.0;0.0
2;0;0.6;0.03225806451612903;0.0;0.029282576866764276;0.2
15;0;0.0;0.24193548387096775;0.0;0.0;0.0
11;0;0.79;0.1774193548387097;0.0;0.03855539287457297;1.38
10;0;0.0;0.16129032258064516;0.0;0.0;0.0
5;0;0.0;0.08064516129032258;0.0;0.0;0.0
5;0;2.75;0.08064516129032258;0.0;0.13421181063933627;2.36
0;0;0.2;0.0;0.0;0.009760858955588094;0.2
4;0;0.0;0.06451612903225806;0.0;0.0;0.0
22;0;0.0;0.3548387096774194;0.0;0.0;0.4
5;0;0.0;0.08064516129032258;0.0;0.0;0.0
5;0;0.0;0.08064516129032258;0.0;0.0;0.0
22;0;0.0;0.3548387096774194;0.0;0.0;0.0
4;0;0.0;0.06451612903225806;0.0;0.0;0.0
7;0;0.0;0.11290322580645161;0.0;0.0;0.0
12;0;0.0;0.1935483870967742;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.06451612903225806;0.0;0.0;0.0
3;0;0.0;0.04838709677419355;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
9;0;0.0;0.14516129032258066;0.0;0.0;0.0
3;0;0.0;0.04838709677419355;0.0;0.0;0.0
7;0;0.0;0.11290322580645161;0.0;0.0;0.0
11;0;0.0;0.1774193548387097;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
5;0;0.0;0.08064516129032258;0.0;0.0;0.0
19;0;0.0;0.3064516129032258;0.0;0.0;0.0
3;0;0.0;0.04838709677419355;0.0;0.0;0.0
6;0;0.0;0.0967741935483871;0.0;0.0;0.0
2;0;0.4;0.03225806451612903;0.0;0.019521717911176188;0.0
0;0;0.0;0.0;0.0;0.0;0.0
12;0;0.0;0.1935483870967742;0.0;0.0;0.0
4;0;0.0;0.06451612903225806;0.0;0.0;0.0
3;0;0.0;0.04838709677419355;0.0;0.0;0.0
4;0;0.0;0.06451612903225806;0.0;0.0;0.0
4;0;0.0;0.06451612903225806;0.0;0.0;0.2
3;0;0.0;0.04838709677419355;0.0;0.0;0.0
11;0;0.0;0.1774193548387097;0.0;0.0;0.0
1;0;0.2;0.016129032258064516;0.0;0.009760858955588094;0.0
7;0;0.0;0.11290322580645161;0.0;0.0;0.0
11;0;0.0;0.1774193548387097;0.0;0.0;0.0
14;0;0.0;0.22580645161290322;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
6;0;0.4;0.0967741935483871;0.0;0.019521717911176188;0.2
14;0;0.0;0.22580645161290322;0.0;0.0;0.0
5;0;0.0;0.08064516129032258;0.0;0.0;0.0
4;0;0.0;0.06451612903225806;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
16;0;0.0;0.25806451612903225;0.0;0.0;0.0
31;0;0.0;0.5;0.0;0.0;0.0
16;0;0.0;0.25806451612903225;0.0;0.0;0.2
4;0;0.0;0.06451612903225806;0.0;0.0;0.0
3;0;0.0;0.04838709677419355;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
31;0;0.0;0.5;0.0;0.0;0.0
5;0;0.0;0.08064516129032258;0.0;0.0;0.0
5;0;0.0;0.08064516129032258;0.0;0.0;0.0
11;0;0.0;0.1774193548387097;0.0;0.0;0.0
28;0;0.0;0.45161290322580644;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
5;0;0.0;0.08064516129032258;0.0;0.0;0.0
9;0;0.2;0.14516129032258066;0.0;0.009760858955588094;0.78
2;0;0.0;0.03225806451612903;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
