tweets;related;rainfall (mm/30min);Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min)
17;0;0.0;0.53125;0.0;0.0;0.0
6;0;0.0;0.1875;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
22;0;0.0;0.6875;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.79;0.0;0.0;0.5031847133757962;1.37
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
7;0;0.0;0.21875;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
14;0;0.0;0.4375;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.12738853503184713;0.2
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.12738853503184713;0.4
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.12738853503184713;0.2
1;0;0.0;0.03125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
1;0;0.6;0.03125;0.0;0.38216560509554137;0.79
0;0;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.2;0.03125;0.0;0.12738853503184713;0.2
3;0;0.0;0.09375;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.6;0.0;0.0;0.38216560509554137;0.79
2;0;0.0;0.0625;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
3;0;0.0;0.09375;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
5;0;0.0;0.15625;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.2
1;0;0.0;0.03125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.12738853503184713;0.2
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.09375;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
1;0;0.0;0.03125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.12738853503184713;0.2
1;0;0.0;0.03125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
14;0;0.0;0.4375;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
7;0;0.0;0.21875;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.12738853503184713;0.0
0;0;0.4;0.0;0.0;0.25477707006369427;0.4
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.09375;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.2
2;0;0.0;0.0625;0.0;0.0;0.0
4;1;0.0;0.125;1.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
3;0;0.0;0.09375;0.0;0.0;0.0
8;0;0.0;0.25;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.2;0.03125;0.0;0.12738853503184713;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
10;0;0.0;0.3125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.09375;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
3;0;0.0;0.09375;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.4;0.03125;0.0;0.25477707006369427;0.4
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
3;0;0.0;0.09375;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.09375;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.2
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.09375;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.98;0.0;0.0;0.6242038216560509;0.98
2;0;0.79;0.0625;0.0;0.5031847133757962;0.79
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
3;0;0.0;0.09375;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
14;0;0.0;0.4375;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
2;0;0.2;0.0625;0.0;0.12738853503184713;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.79;0.0;0.0;0.5031847133757962;0.6
2;0;0.0;0.0625;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
6;0;0.0;0.1875;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
2;0;0.0;0.0625;0.0;0.0;0.0
3;0;0.0;0.09375;0.0;0.0;0.0
3;0;0.0;0.09375;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
7;0;0.0;0.21875;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
6;0;0.0;0.1875;0.0;0.0;0.0
1;0;0.0;0.03125;0.0;0.0;0.0
