tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
7;0;0.0;0.0;fraca
21;0;0.0;0.0;fraca
25;0;0.0;0.0;fraca
30;0;0.0;0.0;fraca
1;0;0.0;0.0;fraca
5;0;0.0;0.0;fraca
1;0;0.0;0.0;fraca
15;0;0.0;0.0;fraca
1;0;0.0;0.0;fraca
18;0;0.0;0.0;fraca
4;0;0.0;0.0;fraca
0;0;0.4;0.0;fraca
11;0;0.0;0.0;fraca
1;0;0.0;0.0;fraca
14;0;0.0;0.0;fraca
1;0;0.0;0.0;fraca
27;0;0.0;0.0;fraca
11;0;0.0;0.0;fraca
0;0;0.2;0.39;fraca
10;0;0.0;0.0;fraca
9;0;0.0;0.2;fraca
32;2;0.0;2.75;moderada
21;0;0.0;0.0;fraca
17;0;0.0;0.0;fraca
16;0;0.0;0.0;fraca
2;0;0.0;0.0;fraca
22;0;0.0;0.0;fraca
7;0;0.0;0.0;fraca
2;0;0.0;0.0;fraca
16;0;0.0;0.0;fraca
10;0;0.2;0.0;fraca
27;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
31;0;0.0;0.0;fraca
34;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
15;0;0.0;0.0;fraca
20;0;0.0;0.0;fraca
17;0;0.0;0.0;fraca
17;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
18;0;0.0;0.0;fraca
15;0;0.0;0.0;fraca
19;0;0.0;0.0;fraca
2;0;0.0;0.0;fraca
17;0;0.0;0.0;fraca
0;0;0.39;0.79;fraca
24;0;0.4;0.0;fraca
15;0;0.0;0.0;fraca
21;0;0.0;0.0;fraca
4;0;0.0;0.0;fraca
28;0;0.0;0.0;fraca
0;0;0.2;0.0;fraca
0;0;0.0;0.0;fraca
10;0;1.18;0.0;fraca
0;0;0.0;0.0;fraca
17;0;0.0;0.0;fraca
12;0;0.0;0.0;fraca
45;0;0.0;0.0;fraca
14;0;0.0;0.0;fraca
1;0;0.0;0.0;fraca
8;0;0.0;0.0;fraca
3;0;0.0;0.0;fraca
2;0;0.0;0.0;fraca
31;0;0.0;0.0;fraca
12;0;0.0;0.0;fraca
9;0;0.0;0.0;fraca
6;0;0.0;0.0;fraca
24;0;0.0;0.0;fraca
5;0;0.0;0.0;fraca
4;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
14;0;0.0;0.0;fraca
12;0;0.0;0.0;fraca
4;0;0.0;0.0;fraca
22;0;0.0;0.0;fraca
15;0;0.0;0.0;fraca
2;0;0.0;0.0;fraca
16;0;0.0;0.0;fraca
14;0;0.98;0.6;fraca
0;0;0.0;0.0;fraca
32;0;0.0;0.0;fraca
11;0;0.0;0.0;fraca
10;0;0.0;0.0;fraca
0;0;0.0;0.59;fraca
0;0;0.0;0.0;fraca
7;0;0.0;0.0;fraca
12;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
1;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
23;3;0.0;0.0;fraca
12;0;0.0;0.0;fraca
11;0;0.0;0.0;fraca
22;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
2;0;0.0;0.0;fraca
2;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
14;0;0.0;0.0;fraca
0;0;0.0;0.0;fraca
17;0;0.0;0.39;fraca
16;0;0.0;0.0;fraca
16;0;0.0;0.0;fraca
11;0;0.0;0.0;fraca
5;0;0.0;0.0;fraca
1;0;0.0;0.0;fraca
25;0;0.0;0.0;fraca
1;0;0.0;0.0;fraca
30;0;0.2;1.18;fraca
4;0;0.0;0.0;fraca
4;0;0.0;0.0;fraca
15;0;0.0;0.0;fraca
6;0;0.0;0.0;fraca
13;0;0.0;0.0;fraca
4;0;0.0;0.0;fraca
7;0;0.0;0.0;fraca
7;0;0.0;0.0;fraca
14;0;0.0;0.0;fraca
15;0;0.0;0.0;fraca
11;0;0.0;0.0;fraca
13;0;0.0;0.0;fraca
25;0;0.0;0.0;fraca
7;0;0.0;0.0;fraca
10;0;0.0;0.0;fraca
20;0;0.0;0.0;fraca
16;0;0.2;0.0;fraca
17;0;0.0;0.0;fraca
1;0;0.0;0.0;fraca
12;0;0.0;0.0;fraca
7;0;0.0;0.0;fraca
9;0;0.0;0.0;fraca
18;0;0.0;0.0;fraca
9;0;1.18;3.93;moderada
22;0;0.0;0.0;fraca
21;0;0.0;0.0;fraca
20;0;0.0;1.18;fraca
17;0;0.0;0.0;fraca
2;0;0.0;0.0;fraca
1;0;0.0;0.0;fraca
32;0;0.0;0.0;fraca
4;0;0.0;0.0;fraca
12;0;0.0;0.0;fraca
6;0;0.0;0.0;fraca
10;0;0.0;0.0;fraca
17;0;0.0;0.0;fraca
3;1;0.0;0.0;fraca
0;0;0.2;9.25;moderada
13;0;0.0;0.0;fraca
4;0;0.0;0.0;fraca
9;0;0.0;0.0;fraca
6;0;0.0;0.0;fraca
0;0;0.4;0.4;fraca
12;0;0.0;0.0;fraca
12;0;0.0;0.0;fraca
2;0;0.0;0.0;fraca
19;0;0.0;0.0;fraca
23;0;0.0;0.0;fraca
28;0;0.0;0.0;fraca
23;0;0.0;0.0;fraca
25;0;0.0;0.0;fraca
23;0;0.0;0.0;fraca
4;0;0.0;0.0;fraca
6;0;0.0;0.0;fraca
1;0;0.0;0.0;fraca
35;0;0.0;0.0;fraca
30;0;0.0;0.0;fraca
3;0;0.0;0.0;fraca
14;0;0.0;0.0;fraca
