hour;minute;tweets;related;rainfall class;Normalized hour;Normalized minute;Normalized tweets;Normalized related;Normalized rainfall class;Next batch rainfall class
9;0;0;0;0.2;0.391304347826087;0.0;0.0;0.0;0.007342143906020559;0
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0
0;30;0;0;0.2;0.0;1.0;0.0;0.0;0.007342143906020559;0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0
4;30;0;0;0.2;0.17391304347826086;1.0;0.0;0.0;0.007342143906020559;0
1;0;0;0;0.2;0.043478260869565216;0.0;0.0;0.0;0.007342143906020559;0
12;0;0;0;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0
21;30;0;0;0.0;0.9130434782608695;1.0;0.0;0.0;0.0;0
11;0;0;0;0.0;0.4782608695652174;0.0;0.0;0.0;0.0;0
3;0;0;0;0.79;0.13043478260869565;0.0;0.0;0.0;0.029001468428781207;0
20;0;0;0;0.0;0.8695652173913043;0.0;0.0;0.0;0.0;0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0
22;0;0;0;0.0;0.9565217391304348;0.0;0.0;0.0;0.0;0
14;0;1;0;0.79;0.6086956521739131;0.0;0.3333333333333333;0.0;0.029001468428781207;0
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0
13;0;1;0;0.0;0.5652173913043478;0.0;0.3333333333333333;0.0;0.0;0
13;30;0;0;0.0;0.5652173913043478;1.0;0.0;0.0;0.0;0
17;0;1;0;0.0;0.7391304347826086;0.0;0.3333333333333333;0.0;0.0;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0
