hour;minute;tweets;related;rainfall class;Normalized hour;Normalized minute;Normalized tweets;Normalized related;Normalized rainfall class;Next batch rainfall class
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0
11;0;1;0;0.0;0.4782608695652174;0.0;0.030303030303030304;0.0;0.0;0
14;30;1;0;0.0;0.6086956521739131;1.0;0.030303030303030304;0.0;0.0;0
13;30;1;0;0.0;0.5652173913043478;1.0;0.030303030303030304;0.0;0.0;0
4;30;0;0;0.98;0.17391304347826086;1.0;0.0;0.0;0.095703125;0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
17;30;1;1;0.0;0.7391304347826086;1.0;0.030303030303030304;0.3333333333333333;0.0;0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0
21;0;1;0;0.0;0.9130434782608695;0.0;0.030303030303030304;0.0;0.0;0
11;30;1;0;0.4;0.4782608695652174;1.0;0.030303030303030304;0.0;0.0390625;0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0
21;0;0;0;0.0;0.9130434782608695;0.0;0.0;0.0;0.0;0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0
13;0;1;0;0.0;0.5652173913043478;0.0;0.030303030303030304;0.0;0.0;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0
16;30;0;0;0.0;0.6956521739130435;1.0;0.0;0.0;0.0;0
18;30;1;0;0.0;0.782608695652174;1.0;0.030303030303030304;0.0;0.0;0
17;0;3;0;0.0;0.7391304347826086;0.0;0.09090909090909091;0.0;0.0;0
14;0;1;0;0.0;0.6086956521739131;0.0;0.030303030303030304;0.0;0.0;0
19;0;2;0;0.0;0.8260869565217391;0.0;0.06060606060606061;0.0;0.0;0
22;30;2;0;0.0;0.9565217391304348;1.0;0.06060606060606061;0.0;0.0;0
22;30;0;0;0.0;0.9565217391304348;1.0;0.0;0.0;0.0;0
14;0;0;0;0.0;0.6086956521739131;0.0;0.0;0.0;0.0;0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0
19;0;0;0;0.2;0.8260869565217391;0.0;0.0;0.0;0.01953125;0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0
23;0;1;0;0.39;1.0;0.0;0.030303030303030304;0.0;0.0380859375;0
8;30;1;0;0.0;0.34782608695652173;1.0;0.030303030303030304;0.0;0.0;0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0
21;30;0;0;0.6;0.9130434782608695;1.0;0.0;0.0;0.05859375;0
22;30;3;0;0.0;0.9565217391304348;1.0;0.09090909090909091;0.0;0.0;0
23;30;2;0;0.0;1.0;1.0;0.06060606060606061;0.0;0.0;0
23;30;1;0;0.0;1.0;1.0;0.030303030303030304;0.0;0.0;0
4;0;0;0;1.17;0.17391304347826086;0.0;0.0;0.0;0.11425781249999999;0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0
1;0;1;0;0.0;0.043478260869565216;0.0;0.030303030303030304;0.0;0.0;0
23;0;4;0;0.0;1.0;0.0;0.12121212121212122;0.0;0.0;0
18;0;3;0;0.0;0.782608695652174;0.0;0.09090909090909091;0.0;0.0;0
1;0;0;0;1.57;0.043478260869565216;0.0;0.0;0.0;0.1533203125;0
14;30;3;0;0.0;0.6086956521739131;1.0;0.09090909090909091;0.0;0.0;0
18;30;0;0;0.0;0.782608695652174;1.0;0.0;0.0;0.0;0
13;30;4;0;0.0;0.5652173913043478;1.0;0.12121212121212122;0.0;0.0;0
15;0;0;0;0.79;0.6521739130434783;0.0;0.0;0.0;0.0771484375;0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0
13;30;1;0;0.0;0.5652173913043478;1.0;0.030303030303030304;0.0;0.0;0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0
16;30;0;0;1.37;0.6956521739130435;1.0;0.0;0.0;0.1337890625;0
10;0;2;0;0.0;0.43478260869565216;0.0;0.06060606060606061;0.0;0.0;0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0
21;0;0;0;0.4;0.9130434782608695;0.0;0.0;0.0;0.0390625;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0
19;0;1;0;0.0;0.8260869565217391;0.0;0.030303030303030304;0.0;0.0;0
6;0;0;0;0.4;0.2608695652173913;0.0;0.0;0.0;0.0390625;0
22;30;2;0;0.0;0.9565217391304348;1.0;0.06060606060606061;0.0;0.0;0
21;30;0;0;0.0;0.9130434782608695;1.0;0.0;0.0;0.0;0
8;30;0;0;0.98;0.34782608695652173;1.0;0.0;0.0;0.095703125;0
16;0;5;0;0.0;0.6956521739130435;0.0;0.15151515151515152;0.0;0.0;0
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0
