hour;minute;tweets;related;rainfall class;Normalized hour;Normalized minute;Normalized tweets;Normalized related;Normalized rainfall class;Next batch rainfall class
20;30;6;0;0.0;0.8695652173913043;1.0;0.17647058823529413;0.0;0.0;0
11;30;3;0;0.0;0.4782608695652174;1.0;0.08823529411764706;0.0;0.0;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
22;0;4;1;1.77;0.9565217391304348;0.0;0.11764705882352941;0.5;0.0580327868852459;0
20;30;3;0;0.0;0.8695652173913043;1.0;0.08823529411764706;0.0;0.0;0
21;0;5;0;0.0;0.9130434782608695;0.0;0.14705882352941177;0.0;0.0;0
23;30;2;0;1.79;1.0;1.0;0.058823529411764705;0.0;0.05868852459016394;0
23;0;0;0;0.2;1.0;0.0;0.0;0.0;0.006557377049180328;0
17;30;4;0;0.0;0.7391304347826086;1.0;0.11764705882352941;0.0;0.0;0
13;30;5;0;0.0;0.5652173913043478;1.0;0.14705882352941177;0.0;0.0;0
8;30;7;0;0.0;0.34782608695652173;1.0;0.20588235294117646;0.0;0.0;0
14;30;1;0;0.0;0.6086956521739131;1.0;0.029411764705882353;0.0;0.0;0
21;30;3;0;0.0;0.9130434782608695;1.0;0.08823529411764706;0.0;0.0;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0
10;0;4;0;0.0;0.43478260869565216;0.0;0.11764705882352941;0.0;0.0;0
14;30;4;0;0.0;0.6086956521739131;1.0;0.11764705882352941;0.0;0.0;0
1;0;1;0;0.0;0.043478260869565216;0.0;0.029411764705882353;0.0;0.0;0
18;30;3;0;0.0;0.782608695652174;1.0;0.08823529411764706;0.0;0.0;0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0
3;30;2;0;0.0;0.13043478260869565;1.0;0.058823529411764705;0.0;0.0;0
20;30;2;0;0.0;0.8695652173913043;1.0;0.058823529411764705;0.0;0.0;0
2;30;1;0;0.0;0.08695652173913043;1.0;0.029411764705882353;0.0;0.0;0
14;30;5;0;0.0;0.6086956521739131;1.0;0.14705882352941177;0.0;0.0;0
10;0;2;0;0.0;0.43478260869565216;0.0;0.058823529411764705;0.0;0.0;0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0
9;0;5;0;0.0;0.391304347826087;0.0;0.14705882352941177;0.0;0.0;0
11;0;1;0;0.0;0.4782608695652174;0.0;0.029411764705882353;0.0;0.0;0
13;0;3;0;0.0;0.5652173913043478;0.0;0.08823529411764706;0.0;0.0;0
12;0;2;0;0.0;0.5217391304347826;0.0;0.058823529411764705;0.0;0.0;0
0;0;2;0;0.0;0.0;0.0;0.058823529411764705;0.0;0.0;0
8;30;2;0;0.0;0.34782608695652173;1.0;0.058823529411764705;0.0;0.0;0
13;30;5;0;0.0;0.5652173913043478;1.0;0.14705882352941177;0.0;0.0;0
22;30;18;0;0.0;0.9565217391304348;1.0;0.5294117647058824;0.0;0.0;0
0;30;6;0;0.0;0.0;1.0;0.17647058823529413;0.0;0.0;0
16;30;5;0;0.0;0.6956521739130435;1.0;0.14705882352941177;0.0;0.0;0
10;0;2;0;0.0;0.43478260869565216;0.0;0.058823529411764705;0.0;0.0;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
12;0;5;0;0.0;0.5217391304347826;0.0;0.14705882352941177;0.0;0.0;0
0;30;2;0;0.0;0.0;1.0;0.058823529411764705;0.0;0.0;0
22;0;5;0;0.0;0.9565217391304348;0.0;0.14705882352941177;0.0;0.0;0
22;0;3;0;0.0;0.9565217391304348;0.0;0.08823529411764706;0.0;0.0;0
15;30;5;0;0.0;0.6521739130434783;1.0;0.14705882352941177;0.0;0.0;0
5;0;11;0;0.0;0.21739130434782608;0.0;0.3235294117647059;0.0;0.0;0
20;30;3;0;0.0;0.8695652173913043;1.0;0.08823529411764706;0.0;0.0;0
10;0;2;0;0.0;0.43478260869565216;0.0;0.058823529411764705;0.0;0.0;0
15;0;3;0;0.0;0.6521739130434783;0.0;0.08823529411764706;0.0;0.0;0
22;30;7;0;0.0;0.9565217391304348;1.0;0.20588235294117646;0.0;0.0;0
3;0;3;0;1.18;0.13043478260869565;0.0;0.08823529411764706;0.0;0.038688524590163934;0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0
17;30;7;0;0.0;0.7391304347826086;1.0;0.20588235294117646;0.0;0.0;0
21;0;2;0;0.0;0.9130434782608695;0.0;0.058823529411764705;0.0;0.0;0
19;0;4;0;0.0;0.8260869565217391;0.0;0.11764705882352941;0.0;0.0;0
16;0;5;0;0.0;0.6956521739130435;0.0;0.14705882352941177;0.0;0.0;0
20;30;4;0;0.0;0.8695652173913043;1.0;0.11764705882352941;0.0;0.0;0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0
8;0;1;0;0.0;0.34782608695652173;0.0;0.029411764705882353;0.0;0.0;0
