hour;minute;tweets;related;rainfall (mm/30min);Normalized hour;Normalized minute;Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min)
9;30;3;0;0.0;0.391304347826087;1.0;0.08823529411764706;0.0;0.0;0.0
15;30;6;0;0.0;0.6521739130434783;1.0;0.17647058823529413;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
23;0;3;0;0.0;1.0;0.0;0.08823529411764706;0.0;0.0;0.0
7;0;1;0;0.0;0.30434782608695654;0.0;0.029411764705882353;0.0;0.0;0.0
15;0;7;0;0.0;0.6521739130434783;0.0;0.20588235294117646;0.0;0.0;0.0
20;30;4;0;0.0;0.8695652173913043;1.0;0.11764705882352941;0.0;0.0;0.0
7;30;2;0;0.0;0.30434782608695654;1.0;0.058823529411764705;0.0;0.0;0.0
19;0;10;0;0.0;0.8260869565217391;0.0;0.29411764705882354;0.0;0.0;0.0
22;0;1;0;0.4;0.9565217391304348;0.0;0.029411764705882353;0.0;0.013114754098360656;0.0
15;0;5;0;0.0;0.6521739130434783;0.0;0.14705882352941177;0.0;0.0;0.0
11;0;3;0;0.0;0.4782608695652174;0.0;0.08823529411764706;0.0;0.0;0.0
5;30;2;0;0.0;0.21739130434782608;1.0;0.058823529411764705;0.0;0.0;0.0
13;0;2;0;0.79;0.5652173913043478;0.0;0.058823529411764705;0.0;0.025901639344262296;0.62
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
15;30;4;0;0.0;0.6521739130434783;1.0;0.11764705882352941;0.0;0.0;0.0
14;30;5;0;0.0;0.6086956521739131;1.0;0.14705882352941177;0.0;0.0;0.0
12;30;5;0;0.0;0.5217391304347826;1.0;0.14705882352941177;0.0;0.0;0.0
21;0;2;0;0.0;0.9130434782608695;0.0;0.058823529411764705;0.0;0.0;0.0
8;0;4;0;0.0;0.34782608695652173;0.0;0.11764705882352941;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
11;30;8;0;0.0;0.4782608695652174;1.0;0.23529411764705882;0.0;0.0;0.0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
1;30;14;0;0.0;0.043478260869565216;1.0;0.4117647058823529;0.0;0.0;0.0
12;30;6;0;0.0;0.5217391304347826;1.0;0.17647058823529413;0.0;0.0;0.0
10;0;12;0;0.0;0.43478260869565216;0.0;0.35294117647058826;0.0;0.0;0.2
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
17;0;2;0;0.0;0.7391304347826086;0.0;0.058823529411764705;0.0;0.0;0.0
19;30;4;0;0.0;0.8260869565217391;1.0;0.11764705882352941;0.0;0.0;0.0
21;0;2;0;0.0;0.9130434782608695;0.0;0.058823529411764705;0.0;0.0;0.0
3;30;0;0;0.4;0.13043478260869565;1.0;0.0;0.0;0.013114754098360656;0.4
12;30;4;0;0.0;0.5217391304347826;1.0;0.11764705882352941;0.0;0.0;0.0
10;0;7;0;0.0;0.43478260869565216;0.0;0.20588235294117646;0.0;0.0;0.0
20;0;4;0;0.0;0.8695652173913043;0.0;0.11764705882352941;0.0;0.0;0.0
20;30;1;0;3.54;0.8695652173913043;1.0;0.029411764705882353;0.0;0.1160655737704918;0.2
13;30;0;0;0.0;0.5652173913043478;1.0;0.0;0.0;0.0;0.0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
20;30;3;0;0.0;0.8695652173913043;1.0;0.08823529411764706;0.0;0.0;0.0
19;30;0;0;2.56;0.8260869565217391;1.0;0.0;0.0;0.0839344262295082;2.95
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
17;30;4;0;1.18;0.7391304347826086;1.0;0.11764705882352941;0.0;0.038688524590163934;0.6
19;30;8;0;0.0;0.8260869565217391;1.0;0.23529411764705882;0.0;0.0;0.0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
22;0;3;0;0.0;0.9565217391304348;0.0;0.08823529411764706;0.0;0.0;0.0
0;30;2;0;0.0;0.0;1.0;0.058823529411764705;0.0;0.0;0.0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0.0
9;0;0;0;0.39;0.391304347826087;0.0;0.0;0.0;0.01278688524590164;1.17
23;0;10;0;0.0;1.0;0.0;0.29411764705882354;0.0;0.0;0.0
9;0;3;0;0.2;0.391304347826087;0.0;0.08823529411764706;0.0;0.006557377049180328;0.42
23;30;1;0;0.0;1.0;1.0;0.029411764705882353;0.0;0.0;0.0
15;30;2;0;0.82;0.6521739130434783;1.0;0.058823529411764705;0.0;0.02688524590163934;0.0
3;30;1;0;1.18;0.13043478260869565;1.0;0.029411764705882353;0.0;0.038688524590163934;0.0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0.0
18;0;0;0;0.0;0.782608695652174;0.0;0.0;0.0;0.0;0.0
6;30;5;0;0.0;0.2608695652173913;1.0;0.14705882352941177;0.0;0.0;0.0
18;30;7;0;0.0;0.782608695652174;1.0;0.20588235294117646;0.0;0.0;0.0
3;0;3;0;1.18;0.13043478260869565;0.0;0.08823529411764706;0.0;0.038688524590163934;1.18
22;0;3;0;0.0;0.9565217391304348;0.0;0.08823529411764706;0.0;0.0;0.0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
0;30;1;0;0.2;0.0;1.0;0.029411764705882353;0.0;0.006557377049180328;0.2
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
23;0;3;0;0.0;1.0;0.0;0.08823529411764706;0.0;0.0;0.0
10;30;4;0;0.0;0.43478260869565216;1.0;0.11764705882352941;0.0;0.0;0.0
0;0;6;0;0.0;0.0;0.0;0.17647058823529413;0.0;0.0;1.38
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
19;30;8;0;0.0;0.8260869565217391;1.0;0.23529411764705882;0.0;0.0;0.0
12;0;4;0;0.0;0.5217391304347826;0.0;0.11764705882352941;0.0;0.0;0.0
11;30;1;0;0.0;0.4782608695652174;1.0;0.029411764705882353;0.0;0.0;0.0
20;30;7;0;0.0;0.8695652173913043;1.0;0.20588235294117646;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
19;0;1;0;0.0;0.8260869565217391;0.0;0.029411764705882353;0.0;0.0;0.0
8;0;3;0;0.0;0.34782608695652173;0.0;0.08823529411764706;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
20;0;4;0;3.14;0.8695652173913043;0.0;0.11764705882352941;0.0;0.10295081967213116;1.57
6;0;2;0;0.0;0.2608695652173913;0.0;0.058823529411764705;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
15;0;2;0;0.0;0.6521739130434783;0.0;0.058823529411764705;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
18;0;2;0;0.0;0.782608695652174;0.0;0.058823529411764705;0.0;0.0;0.0
7;30;4;0;0.0;0.30434782608695654;1.0;0.11764705882352941;0.0;0.0;0.2
12;0;13;0;0.0;0.5217391304347826;0.0;0.38235294117647056;0.0;0.0;0.0
5;0;1;0;0.0;0.21739130434782608;0.0;0.029411764705882353;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
21;30;6;0;0.0;0.9130434782608695;1.0;0.17647058823529413;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
23;30;1;0;0.0;1.0;1.0;0.029411764705882353;0.0;0.0;0.0
14;30;3;0;0.0;0.6086956521739131;1.0;0.08823529411764706;0.0;0.0;0.0
18;30;5;0;0.0;0.782608695652174;1.0;0.14705882352941177;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
7;0;1;0;0.0;0.30434782608695654;0.0;0.029411764705882353;0.0;0.0;0.0
4;0;2;0;0.0;0.17391304347826086;0.0;0.058823529411764705;0.0;0.0;0.0
9;30;4;0;0.0;0.391304347826087;1.0;0.11764705882352941;0.0;0.0;0.0
10;30;5;0;0.0;0.43478260869565216;1.0;0.14705882352941177;0.0;0.0;0.0
0;30;21;0;0.0;0.0;1.0;0.6176470588235294;0.0;0.0;0.0
12;30;5;0;0.0;0.5217391304347826;1.0;0.14705882352941177;0.0;0.0;0.0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
23;0;5;0;0.0;1.0;0.0;0.14705882352941177;0.0;0.0;0.0
10;30;2;0;0.0;0.43478260869565216;1.0;0.058823529411764705;0.0;0.0;0.0
3;30;5;0;0.0;0.13043478260869565;1.0;0.14705882352941177;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
21;0;0;0;0.0;0.9130434782608695;0.0;0.0;0.0;0.0;0.0
19;30;2;0;0.0;0.8260869565217391;1.0;0.058823529411764705;0.0;0.0;0.0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
3;0;0;0;1.8;0.13043478260869565;0.0;0.0;0.0;0.05901639344262295;0.4
2;0;1;0;0.0;0.08695652173913043;0.0;0.029411764705882353;0.0;0.0;0.0
17;0;4;0;0.0;0.7391304347826086;0.0;0.11764705882352941;0.0;0.0;0.0
18;30;5;0;0.0;0.782608695652174;1.0;0.14705882352941177;0.0;0.0;0.0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
19;0;8;0;0.0;0.8260869565217391;0.0;0.23529411764705882;0.0;0.0;0.0
12;0;9;0;0.0;0.5217391304347826;0.0;0.2647058823529412;0.0;0.0;0.0
6;0;1;0;0.0;0.2608695652173913;0.0;0.029411764705882353;0.0;0.0;0.0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
2;30;9;0;0.0;0.08695652173913043;1.0;0.2647058823529412;0.0;0.0;0.0
11;0;9;0;0.2;0.4782608695652174;0.0;0.2647058823529412;0.0;0.006557377049180328;0.2
2;0;1;0;0.0;0.08695652173913043;0.0;0.029411764705882353;0.0;0.0;0.0
20;0;3;0;0.0;0.8695652173913043;0.0;0.08823529411764706;0.0;0.0;0.0
23;0;3;0;0.0;1.0;0.0;0.08823529411764706;0.0;0.0;0.0
12;0;8;0;0.0;0.5217391304347826;0.0;0.23529411764705882;0.0;0.0;0.0
2;0;3;0;0.0;0.08695652173913043;0.0;0.08823529411764706;0.0;0.0;0.0
23;0;5;0;0.0;1.0;0.0;0.14705882352941177;0.0;0.0;0.0
7;30;6;0;0.0;0.30434782608695654;1.0;0.17647058823529413;0.0;0.0;0.0
1;30;1;0;0.0;0.043478260869565216;1.0;0.029411764705882353;0.0;0.0;0.0
0;30;7;0;0.0;0.0;1.0;0.20588235294117646;0.0;0.0;0.0
16;0;11;0;0.0;0.6956521739130435;0.0;0.3235294117647059;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
20;30;3;0;0.0;0.8695652173913043;1.0;0.08823529411764706;0.0;0.0;0.0
18;30;2;0;0.0;0.782608695652174;1.0;0.058823529411764705;0.0;0.0;0.0
19;30;2;0;0.0;0.8260869565217391;1.0;0.058823529411764705;0.0;0.0;0.0
9;0;6;0;0.2;0.391304347826087;0.0;0.17647058823529413;0.0;0.006557377049180328;0.0
19;0;5;0;0.0;0.8260869565217391;0.0;0.14705882352941177;0.0;0.0;0.0
4;0;0;0;0.98;0.17391304347826086;0.0;0.0;0.0;0.032131147540983604;0.81
15;0;3;0;0.0;0.6521739130434783;0.0;0.08823529411764706;0.0;0.0;0.0
10;0;3;0;0.0;0.43478260869565216;0.0;0.08823529411764706;0.0;0.0;0.0
8;30;3;0;0.0;0.34782608695652173;1.0;0.08823529411764706;0.0;0.0;0.0
17;0;4;0;0.0;0.7391304347826086;0.0;0.11764705882352941;0.0;0.0;0.0
11;0;3;0;0.0;0.4782608695652174;0.0;0.08823529411764706;0.0;0.0;0.0
18;30;5;0;0.0;0.782608695652174;1.0;0.14705882352941177;0.0;0.0;0.0
14;0;3;0;0.0;0.6086956521739131;0.0;0.08823529411764706;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
17;0;3;0;0.0;0.7391304347826086;0.0;0.08823529411764706;0.0;0.0;0.0
16;0;1;0;0.0;0.6956521739130435;0.0;0.029411764705882353;0.0;0.0;0.0
22;30;3;0;0.0;0.9565217391304348;1.0;0.08823529411764706;0.0;0.0;0.0
23;0;1;0;0.0;1.0;0.0;0.029411764705882353;0.0;0.0;0.0
22;0;8;0;0.0;0.9565217391304348;0.0;0.23529411764705882;0.0;0.0;0.0
1;0;2;0;0.0;0.043478260869565216;0.0;0.058823529411764705;0.0;0.0;0.0
2;0;22;0;0.0;0.08695652173913043;0.0;0.6470588235294118;0.0;0.0;0.0
