hour;minute;tweets;related;rainfall (mm/30min);Normalized hour;Normalized minute;Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min)
16;0;2;0;0.0;0.6956521739130435;0.0;0.02531645569620253;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
6;0;1;0;0.0;0.2608695652173913;0.0;0.012658227848101266;0.0;0.0;0.0
11;0;5;0;0.0;0.4782608695652174;0.0;0.06329113924050633;0.0;0.0;0.0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0.0
13;30;6;0;0.0;0.5652173913043478;1.0;0.0759493670886076;0.0;0.0;0.0
4;30;0;0;1.18;0.17391304347826086;1.0;0.0;0.0;0.04;0.0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
5;0;1;0;0.0;0.21739130434782608;0.0;0.012658227848101266;0.0;0.0;0.0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0.0
11;30;3;0;0.0;0.4782608695652174;1.0;0.0379746835443038;0.0;0.0;0.0
17;30;2;0;0.0;0.7391304347826086;1.0;0.02531645569620253;0.0;0.0;0.0
17;0;2;0;0.0;0.7391304347826086;0.0;0.02531645569620253;0.0;0.0;0.0
21;0;7;0;0.0;0.9130434782608695;0.0;0.08860759493670886;0.0;0.0;0.0
11;30;5;0;0.0;0.4782608695652174;1.0;0.06329113924050633;0.0;0.0;0.0
4;30;1;0;0.0;0.17391304347826086;1.0;0.012658227848101266;0.0;0.0;0.0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
2;0;1;0;0.0;0.08695652173913043;0.0;0.012658227848101266;0.0;0.0;0.0
17;30;2;0;0.0;0.7391304347826086;1.0;0.02531645569620253;0.0;0.0;0.0
1;30;3;0;0.0;0.043478260869565216;1.0;0.0379746835443038;0.0;0.0;0.0
1;30;3;0;0.0;0.043478260869565216;1.0;0.0379746835443038;0.0;0.0;0.0
2;30;2;0;0.0;0.08695652173913043;1.0;0.02531645569620253;0.0;0.0;0.0
21;0;1;0;0.0;0.9130434782608695;0.0;0.012658227848101266;0.0;0.0;0.0
