tweets;related;rainfall (mm/30min);Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
1;0;0.0;0.027777777777777776;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.06802721088435375;0.0;0
3;0;0.0;0.08333333333333333;0.0;0.0;0.0;0
0;0;0.6;0.0;0.0;0.20408163265306123;0.79;0
0;0;0.2;0.0;0.0;0.06802721088435375;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.027777777777777776;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0
4;0;0.0;0.1111111111111111;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0
1;0;1.17;0.027777777777777776;0.0;0.3979591836734694;0.98;0
0;0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.027777777777777776;0.0;0.0;0.0;0
1;0;0.0;0.027777777777777776;0.0;0.0;0.0;0
1;0;0.0;0.027777777777777776;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.2;0.0;0.0;0.06802721088435375;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.027777777777777776;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.79;0.0;0.0;0.2687074829931973;0.98;0
0;0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.027777777777777776;0.0;0.0;0.2;0
1;0;0.0;0.027777777777777776;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.2;0
0;0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.0;0.027777777777777776;0.0;0.0;0.0;0
1;0;0.0;0.027777777777777776;0.0;0.0;0.2;0
1;0;0.0;0.027777777777777776;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.79;0.0;0.0;0.2687074829931973;0.79;0
3;0;0.0;0.08333333333333333;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.0;0
1;0;0.79;0.027777777777777776;0.0;0.2687074829931973;0.6;0
0;0;0.0;0.0;0.0;0.0;0.0;0
0;0;0.0;0.0;0.0;0.0;0.2;0
