hour;minute;tweets;related;rainfall (mm/30min);precision;recall;Normalized hour;Normalized minute;Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Normalized precision;Normalized recall;Next batch rainfall (mm/30min);Next batch rainfall class
12;30;4;0;0.0;0.0;0.0;0.5217391304347826;1.0;0.05063291139240506;0.0;0.0;0.0;0.0;0.0;0
15;30;1;0;0.0;0.0;0.0;0.6521739130434783;1.0;0.012658227848101266;0.0;0.0;0.0;0.0;0.0;0
8;0;2;0;0.0;0.0;0.0;0.34782608695652173;0.0;0.02531645569620253;0.0;0.0;0.0;0.0;0.0;0
14;30;3;0;0.0;0.0;0.0;0.6086956521739131;1.0;0.0379746835443038;0.0;0.0;0.0;0.0;0.0;0
6;30;1;0;0.0;0.0;0.0;0.2608695652173913;1.0;0.012658227848101266;0.0;0.0;0.0;0.0;0.0;0
17;30;0;0;0.0;0.0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0
12;0;4;0;0.0;0.0;0.0;0.5217391304347826;0.0;0.05063291139240506;0.0;0.0;0.0;0.0;0.0;0
13;0;4;0;0.0;0.0;0.0;0.5652173913043478;0.0;0.05063291139240506;0.0;0.0;0.0;0.0;0.0;0
10;30;1;0;0.0;0.0;0.0;0.43478260869565216;1.0;0.012658227848101266;0.0;0.0;0.0;0.0;0.0;0
17;30;2;0;0.0;0.0;0.0;0.7391304347826086;1.0;0.02531645569620253;0.0;0.0;0.0;0.0;0.0;0
12;30;2;0;0.0;0.0;0.0;0.5217391304347826;1.0;0.02531645569620253;0.0;0.0;0.0;0.0;0.0;0
10;30;4;0;0.0;0.0;0.0;0.43478260869565216;1.0;0.05063291139240506;0.0;0.0;0.0;0.0;0.0;0
8;0;2;0;0.0;0.0;0.0;0.34782608695652173;0.0;0.02531645569620253;0.0;0.0;0.0;0.0;0.0;0
1;0;1;0;0.0;0.0;0.0;0.043478260869565216;0.0;0.012658227848101266;0.0;0.0;0.0;0.0;0.0;0
2;0;6;0;0.0;0.0;0.0;0.08695652173913043;0.0;0.0759493670886076;0.0;0.0;0.0;0.0;0.0;0
9;30;2;0;0.0;0.0;0.0;0.391304347826087;1.0;0.02531645569620253;0.0;0.0;0.0;0.0;0.0;0
4;0;6;0;0.2;0.0;0.0;0.17391304347826086;0.0;0.0759493670886076;0.0;0.006779661016949153;0.0;0.0;0.0;0
17;30;0;0;0.0;0.0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0
20;30;1;0;0.0;0.0;0.0;0.8695652173913043;1.0;0.012658227848101266;0.0;0.0;0.0;0.0;0.0;0
23;30;0;0;0.2;0.0;0.0;1.0;1.0;0.0;0.0;0.006779661016949153;0.0;0.0;0.0;0
0;30;3;0;0.0;0.0;0.0;0.0;1.0;0.0379746835443038;0.0;0.0;0.0;0.0;0.0;0
