hour;minute;tweets;related;rainfall (mm/30min);precision;recall;Next batch rainfall (mm/30min);Next batch rainfall class
8;30;2;0;0.0;0.0;0.0;0.0;fraca
19;30;1;0;0.0;0.0;0.0;4.72;moderada
20;30;19;0;0.0;0.0;0.0;0.0;fraca
12;0;20;0;0.0;0.0;0.0;0.0;fraca
19;30;13;0;0.0;0.0;0.0;0.0;fraca
17;30;24;0;0.0;0.0;0.0;0.0;fraca
12;0;11;0;0.0;0.0;0.0;0.0;fraca
11;0;9;0;0.0;0.0;0.0;0.0;fraca
2;0;7;0;0.0;0.0;0.0;0.0;fraca
18;0;9;0;0.2;0.0;0.0;0.0;fraca
3;30;2;0;0.0;0.0;0.0;0.0;fraca
9;0;9;0;0.0;0.0;0.0;0.0;fraca
10;30;10;0;0.0;0.0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;0.0;0.0;fraca
13;0;47;0;0.0;0.0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;0.0;0.0;fraca
21;0;37;0;0.0;0.0;0.0;0.0;fraca
15;0;4;0;0.0;0.0;0.0;0.0;fraca
6;0;1;0;0.0;0.0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;0.0;0.0;fraca
12;0;20;0;0.0;0.0;0.0;0.0;fraca
19;0;2;0;0.0;0.0;0.0;0.0;fraca
18;30;10;0;0.0;0.0;0.0;0.0;fraca
17;0;23;0;0.0;0.0;0.0;0.0;fraca
12;0;29;0;0.0;0.0;0.0;0.0;fraca
21;30;22;0;0.0;0.0;0.0;0.0;fraca
12;0;4;0;0.0;0.0;0.0;0.0;fraca
6;30;8;0;0.0;0.0;0.0;0.0;fraca
20;0;21;0;0.0;0.0;0.0;0.0;fraca
17;0;8;0;0.0;0.0;0.0;0.0;fraca
17;30;15;0;0.0;0.0;0.0;0.0;fraca
6;30;4;0;0.0;0.0;0.0;0.0;fraca
11;0;16;0;0.0;0.0;0.0;0.4;fraca
6;30;4;0;0.79;0.0;0.0;0.0;fraca
14;0;15;0;0.0;0.0;0.0;0.0;fraca
22;30;31;0;0.0;0.0;0.0;0.0;fraca
1;0;1;0;0.2;0.0;0.0;0.2;fraca
6;0;2;0;0.0;0.0;0.0;0.0;fraca
5;0;0;0;0.4;0.0;0.0;0.2;fraca
7;0;2;0;0.0;0.0;0.0;0.0;fraca
14;30;6;0;0.2;0.0;0.0;0.6;fraca
10;30;15;0;0.0;0.0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;0.0;0.4;fraca
11;0;4;0;0.0;0.0;0.0;0.0;fraca
21;0;13;0;0.0;0.0;0.0;0.0;fraca
1;30;2;0;0.0;0.0;0.0;0.0;fraca
