hour;minute;tweets;related;rainfall (mm/30min);precision;recall;Next batch rainfall (mm/30min);Next batch rainfall class
16;0;12;0;0.0;0.0;0.0;0.0;fraca
4;30;1;0;0.0;0.0;0.0;0.0;fraca
6;0;3;0;0.0;0.0;0.0;0.0;fraca
11;0;10;0;0.0;0.0;0.0;0.0;fraca
14;30;17;0;0.0;0.0;0.0;0.0;fraca
13;30;15;0;0.0;0.0;0.0;0.0;fraca
4;30;2;1;0.79;4.143978385008743e-06;0.0016129032258064516;0.2;fraca
17;0;15;0;0.0;0.0;0.0;0.0;fraca
6;30;2;0;0.0;0.0;0.0;0.0;fraca
5;0;4;0;0.0;0.0;0.0;0.0;fraca
17;30;13;0;0.0;0.0;0.0;0.0;fraca
11;30;9;0;0.0;0.0;0.0;0.0;fraca
17;30;10;0;0.0;0.0;0.0;0.0;fraca
17;0;3;0;0.0;0.0;0.0;0.0;fraca
21;0;21;0;0.0;0.0;0.0;0.0;fraca
11;30;7;0;0.0;0.0;0.0;0.0;fraca
4;30;1;0;0.0;0.0;0.0;0.0;fraca
5;0;1;0;0.0;0.0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;0.0;0.0;fraca
17;30;12;0;0.0;0.0;0.0;0.0;fraca
1;30;4;0;0.0;0.0;0.0;0.0;fraca
1;30;8;0;0.0;0.0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;0.0;0.0;fraca
21;0;13;0;0.0;0.0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;0.0;0.0;fraca
13;0;8;0;0.2;0.0;0.0;0.0;fraca
4;0;1;0;0.6;0.0;0.0;0.0;fraca
2;30;2;0;0.0;0.0;0.0;0.0;fraca
7;0;3;0;0.0;0.0;0.0;0.0;fraca
16;30;6;0;0.0;0.0;0.0;0.0;fraca
18;30;23;0;0.0;0.0;0.0;0.0;fraca
17;0;19;0;0.0;0.0;0.0;0.0;fraca
14;0;19;0;0.0;0.0;0.0;0.0;fraca
19;0;15;0;0.0;0.0;0.0;0.0;fraca
22;30;11;0;0.0;0.0;0.0;0.0;fraca
22;30;9;0;0.0;0.0;0.0;0.0;fraca
14;0;12;0;0.0;0.0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;0.0;0.0;fraca
19;0;0;0;0.2;0.0;0.0;0.0;fraca
2;0;4;0;0.0;0.0;0.0;0.0;fraca
3;0;1;0;0.0;0.0;0.0;0.0;fraca
23;0;10;0;2.35;0.0;0.0;1.57;fraca
8;30;2;0;0.0;0.0;0.0;0.0;fraca
6;30;8;0;0.0;0.0;0.0;0.0;fraca
19;0;30;0;0.0;0.0;0.0;0.0;fraca
21;30;0;0;2.36;0.0;0.0;0.59;fraca
22;30;7;0;0.0;0.0;0.0;0.0;fraca
23;30;21;0;0.0;0.0;0.0;0.0;fraca
23;30;6;0;0.0;0.0;0.0;0.0;fraca
4;0;0;0;3.15;0.0;0.0;0.6;fraca
3;30;4;0;0.0;0.0;0.0;0.2;fraca
2;0;1;0;0.0;0.0;0.0;0.0;fraca
1;0;6;0;0.0;0.0;0.0;0.0;fraca
23;0;5;0;0.0;0.0;0.0;0.0;fraca
18;0;15;0;0.0;0.0;0.0;0.0;fraca
1;0;3;0;0.2;0.0;0.0;0.6;fraca
14;30;14;0;0.0;0.0;0.0;0.0;fraca
18;30;27;0;0.0;0.0;0.0;0.0;fraca
13;30;13;0;0.0;0.0;0.0;0.0;fraca
15;0;8;0;0.4;0.0;0.0;0.6;fraca
8;0;12;0;0.0;0.0;0.0;0.0;fraca
13;30;10;0;0.0;0.0;0.0;0.0;fraca
4;30;1;0;0.0;0.0;0.0;0.0;fraca
16;30;15;0;0.0;0.0;0.0;0.39;fraca
10;0;8;0;0.0;0.0;0.0;0.0;fraca
19;0;13;0;0.0;0.0;0.0;0.0;fraca
5;30;2;0;0.0;0.0;0.0;0.0;fraca
21;0;0;0;15.19;0.0;0.0;2.36;fraca
5;0;6;0;0.0;0.0;0.0;0.0;fraca
3;0;3;0;0.0;0.0;0.0;0.39;fraca
17;30;10;0;0.0;0.0;0.0;0.0;fraca
19;0;16;0;0.0;0.0;0.0;0.0;fraca
6;0;8;0;0.79;0.0;0.0;0.59;fraca
22;30;23;0;0.0;0.0;0.0;0.0;fraca
21;30;18;0;0.0;0.0;0.0;0.0;fraca
8;30;1;0;0.59;0.0;0.0;0.2;fraca
16;0;11;1;0.0;4.143978385008743e-06;0.0016129032258064516;0.0;fraca
16;0;8;0;0.0;0.0;0.0;0.0;fraca
3;30;2;0;0.0;0.0;0.0;0.2;fraca
17;0;5;0;0.0;0.0;0.0;0.0;fraca
13;0;34;0;0.0;0.0;0.0;0.0;fraca
2;30;1;0;1.57;0.0;0.0;1.77;fraca
9;30;3;0;0.0;0.0;0.0;0.0;fraca
12;0;12;0;0.0;0.0;0.0;0.0;fraca
13;0;8;0;0.0;0.0;0.0;0.0;fraca
11;30;5;0;0.0;0.0;0.0;0.0;fraca
11;0;6;0;0.0;0.0;0.0;0.0;fraca
7;30;2;0;0.0;0.0;0.0;0.0;fraca
18;0;9;0;0.0;0.0;0.0;0.0;fraca
21;0;10;0;0.59;0.0;0.0;0.59;fraca
3;30;9;0;0.0;0.0;0.0;0.0;fraca
13;30;11;0;0.0;0.0;0.0;0.0;fraca
16;30;13;0;0.0;0.0;0.0;0.0;fraca
8;0;16;0;0.0;0.0;0.0;0.0;fraca
7;30;4;0;0.0;0.0;0.0;0.0;fraca
18;0;19;0;0.0;0.0;0.0;0.0;fraca
19;30;14;0;0.0;0.0;0.0;0.0;fraca
14;0;7;0;0.0;0.0;0.0;0.0;fraca
16;30;9;0;0.0;0.0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;0.0;0.0;fraca
10;30;8;0;0.0;0.0;0.0;0.0;fraca
8;30;2;0;0.0;0.0;0.0;0.0;fraca
21;0;10;0;0.0;0.0;0.0;0.0;fraca
7;30;2;0;0.0;0.0;0.0;0.0;fraca
5;30;2;0;0.0;0.0;0.0;0.0;fraca
16;0;7;0;0.0;0.0;0.0;0.0;fraca
15;30;8;0;0.0;0.0;0.0;0.0;fraca
7;30;2;0;0.0;0.0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;0.0;0.0;fraca
20;30;20;0;0.0;0.0;0.0;0.0;fraca
6;30;1;0;0.39;0.0;0.0;2.75;moderada
16;30;19;0;0.0;0.0;0.0;0.0;fraca
5;30;3;0;0.0;0.0;0.0;0.0;fraca
17;0;11;0;0.0;0.0;0.0;0.0;fraca
23;0;12;0;0.0;0.0;0.0;0.0;fraca
