hour;minute;tweets;related;rainfall (mm/30min);precision;recall;Next batch rainfall (mm/30min);Next batch rainfall class
9;0;8;0;0.2;0.0;0.0;0.2;fraca
23;30;6;0;0.0;0.0;0.0;0.0;fraca
0;30;0;0;0.2;0.0;0.0;0.2;fraca
1;30;0;0;0.2;0.0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;0.0;0.0;fraca
17;0;16;0;0.2;0.0;0.0;0.4;fraca
1;0;0;0;0.2;0.0;0.0;0.2;fraca
23;0;7;0;0.2;0.0;0.0;0.2;fraca
7;0;1;0;0.6;0.0;0.0;0.4;fraca
4;30;3;0;0.0;0.0;0.0;0.0;fraca
1;0;6;0;0.2;0.0;0.0;0.4;fraca
12;0;8;0;0.0;0.0;0.0;0.0;fraca
14;30;24;0;0.0;0.0;0.0;0.0;fraca
4;30;0;0;0.6;0.0;0.0;0.6;fraca
21;30;21;0;0.0;0.0;0.0;0.0;fraca
11;0;7;0;0.2;0.0;0.0;0.2;fraca
3;0;1;0;0.6;0.0;0.0;0.6;fraca
20;0;13;0;0.0;0.0;0.0;0.0;fraca
6;0;0;0;0.6;0.0;0.0;0.6;fraca
22;0;8;0;0.0;0.0;0.0;0.0;fraca
14;0;5;0;0.6;0.0;0.0;0.4;fraca
23;30;15;0;0.0;0.0;0.0;0.0;fraca
3;30;2;0;0.0;0.0;0.0;0.0;fraca
13;0;2;0;0.0;0.0;0.0;0.0;fraca
13;30;15;0;0.4;0.0;0.0;0.4;fraca
17;0;24;0;0.0;0.0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;0.0;0.0;fraca
8;30;6;0;0.0;0.0;0.0;0.0;fraca
14;30;12;0;0.0;0.0;0.0;0.0;fraca
7;30;4;0;0.0;0.0;0.0;0.0;fraca
19;0;20;0;0.0;0.0;0.0;0.0;fraca
16;30;12;0;0.0;0.0;0.0;0.0;fraca
1;0;2;0;0.0;0.0;0.0;0.0;fraca
9;30;10;1;0.0;4.143978385008743e-06;0.0016129032258064516;0.0;fraca
22;30;10;0;0.0;0.0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;0.0;0.0;fraca
16;0;5;0;0.0;0.0;0.0;0.0;fraca
8;30;3;0;0.2;0.0;0.0;0.0;fraca
16;0;10;0;0.0;0.0;0.0;0.0;fraca
3;30;1;0;0.4;0.0;0.0;0.6;fraca
10;0;5;0;0.0;0.0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;0.0;0.0;fraca
19;30;3;0;0.2;0.0;0.0;0.6;fraca
5;0;1;0;0.0;0.0;0.0;0.0;fraca
9;0;4;0;0.0;0.0;0.0;0.0;fraca
16;30;5;0;0.0;0.0;0.0;0.0;fraca
18;0;7;0;0.0;0.0;0.0;0.0;fraca
4;30;1;0;0.2;0.0;0.0;0.0;fraca
20;0;21;0;0.0;0.0;0.0;0.0;fraca
17;30;25;0;0.0;0.0;0.0;0.0;fraca
3;30;0;0;0.2;0.0;0.0;0.2;fraca
19;0;16;0;0.4;0.0;0.0;0.4;fraca
4;30;3;0;0.4;0.0;0.0;0.6;fraca
15;30;15;0;0.0;0.0;0.0;0.0;fraca
21;30;9;0;0.4;0.0;0.0;0.4;fraca
19;0;18;0;0.4;0.0;0.0;0.4;fraca
10;0;0;0;0.0;0.0;0.0;0.0;fraca
21;30;11;0;0.0;0.0;0.0;0.0;fraca
7;30;1;0;0.4;0.0;0.0;0.6;fraca
