hour;minute;tweets;related;rainfall (mm/30min);precision;recall;Next batch rainfall (mm/30min);Next batch rainfall class
12;30;23;0;0.0;0.0;0.0;0.0;fraca
15;30;10;0;0.0;0.0;0.0;0.0;fraca
8;0;4;0;0.0;0.0;0.0;0.0;fraca
14;30;22;0;0.0;0.0;0.0;0.0;fraca
6;30;5;0;0.0;0.0;0.0;0.0;fraca
17;30;9;0;0.0;0.0;0.0;0.0;fraca
12;0;8;0;0.0;0.0;0.0;0.0;fraca
13;0;13;0;0.0;0.0;0.0;0.0;fraca
10;30;10;0;0.0;0.0;0.0;0.0;fraca
17;30;14;0;0.0;0.0;0.0;0.0;fraca
12;30;24;0;0.0;0.0;0.0;0.0;fraca
10;30;9;0;0.0;0.0;0.0;0.0;fraca
8;0;13;0;0.0;0.0;0.0;0.0;fraca
1;0;9;0;0.0;0.0;0.0;0.0;fraca
2;0;5;0;0.0;0.0;0.0;0.0;fraca
9;30;9;0;0.0;0.0;0.0;0.0;fraca
4;0;0;0;0.2;0.0;0.0;0.0;fraca
17;30;5;0;0.0;0.0;0.0;0.0;fraca
20;30;12;0;0.0;0.0;0.0;0.0;fraca
23;30;0;0;0.2;0.0;0.0;0.0;fraca
0;30;8;0;0.0;0.0;0.0;0.0;fraca
5;0;2;0;0.0;0.0;0.0;0.0;fraca
6;30;8;0;0.0;0.0;0.0;0.0;fraca
10;30;14;0;0.0;0.0;0.0;0.0;fraca
8;0;12;0;0.0;0.0;0.0;0.0;fraca
21;30;18;0;0.0;0.0;0.0;0.0;fraca
15;0;10;0;0.0;0.0;0.0;0.0;fraca
1;0;10;0;0.0;0.0;0.0;0.0;fraca
2;0;7;0;0.0;0.0;0.0;0.0;fraca
14;0;17;0;0.0;0.0;0.0;0.0;fraca
5;30;1;0;0.0;0.0;0.0;0.0;fraca
5;0;12;0;0.0;0.0;0.0;0.0;fraca
22;0;20;0;1.17;0.0;0.0;1.97;fraca
13;30;14;0;0.0;0.0;0.0;0.0;fraca
2;0;3;0;0.0;0.0;0.0;0.0;fraca
16;0;18;0;0.0;0.0;0.0;0.0;fraca
23;0;9;0;0.0;0.0;0.0;0.0;fraca
8;30;12;2;0.6;8.287956770017487e-06;0.0032258064516129032;0.6;fraca
22;0;8;0;0.0;0.0;0.0;0.0;fraca
6;30;5;0;0.6;0.0;0.0;0.79;fraca
15;0;17;0;0.0;0.0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;0.0;0.0;fraca
9;30;11;0;0.0;0.0;0.0;0.0;fraca
12;30;30;0;0.0;0.0;0.0;0.0;fraca
18;0;9;1;0.0;4.143978385008743e-06;0.0016129032258064516;0.2;fraca
4;0;0;0;0.0;0.0;0.0;0.0;fraca
2;0;4;0;0.6;0.0;0.0;0.4;fraca
23;0;28;0;0.0;0.0;0.0;0.0;fraca
6;30;3;0;0.0;0.0;0.0;0.0;fraca
7;0;6;0;0.0;0.0;0.0;0.0;fraca
9;0;14;0;0.0;0.0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;0.0;0.2;fraca
11;30;14;0;0.0;0.0;0.0;0.0;fraca
5;30;3;0;0.4;0.0;0.0;0.6;fraca
22;30;23;1;1.97;4.143978385008743e-06;0.0016129032258064516;2.17;fraca
12;0;11;0;0.0;0.0;0.0;0.0;fraca
21;0;16;0;0.0;0.0;0.0;0.0;fraca
17;0;6;0;2.75;0.0;0.0;0.4;fraca
13;30;22;0;0.0;0.0;0.0;0.0;fraca
8;30;2;0;0.2;0.0;0.0;0.0;fraca
8;30;7;0;0.0;0.0;0.0;0.0;fraca
2;30;2;0;0.0;0.0;0.0;0.0;fraca
15;30;11;0;0.0;0.0;0.0;0.0;fraca
8;0;15;0;0.0;0.0;0.0;0.4;fraca
19;0;15;0;0.0;0.0;0.0;0.0;fraca
19;0;14;1;0.0;4.143978385008743e-06;0.0016129032258064516;0.0;fraca
19;0;7;0;0.0;0.0;0.0;0.0;fraca
