hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
19;30;2;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
10;0;2;0;0.0;0.0;fraca
13;0;2;0;0.0;0.0;fraca
13;0;2;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
11;30;1;0;0.2;0.0;fraca
8;30;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
5;30;0;0;1.18;0.99;fraca
18;30;0;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
22;0;2;0;0.0;0.0;fraca
6;30;0;0;0.0;0.6;fraca
9;0;1;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.59;fraca
19;30;4;0;0.0;0.0;fraca
13;30;2;0;0.0;0.0;fraca
11;0;0;0;0.79;0.0;fraca
9;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
13;0;5;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
9;0;2;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
15;30;2;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
8;30;1;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.2;fraca
10;30;1;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
18;0;0;0;7.87;6.49;moderada
18;0;0;0;0.0;0.2;fraca
10;30;1;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
1;30;1;0;0.0;0.0;fraca
10;0;2;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
4;0;1;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
23;0;1;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
17;0;0;0;10.76;13.45;forte
17;0;0;0;1.96;0.99;fraca
13;30;2;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
10;0;2;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;fraca
16;0;1;0;0.0;0.0;fraca
0;30;2;0;0.0;0.0;fraca
18;30;2;0;0.0;0.0;fraca
19;30;2;0;0.0;0.0;fraca
21;30;2;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
13;0;2;0;0.0;0.0;fraca
1;0;0;0;1.38;0.2;fraca
23;30;0;0;0.2;0.0;fraca
17;30;1;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
23;0;1;0;0.2;2.76;moderada
16;30;2;0;0.39;1.96;fraca
20;0;1;0;1.37;0.0;fraca
0;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
17;0;2;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
14;0;1;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
21;30;2;0;0.0;0.0;fraca
21;0;3;0;0.0;0.0;fraca
7;30;0;0;0.39;0.0;fraca
4;0;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
8;0;1;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
19;30;2;0;1.37;1.78;fraca
10;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
2;30;0;0;0.2;0.0;fraca
11;0;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
22;30;1;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
17;0;1;0;0.2;0.0;fraca
18;0;1;0;0.0;0.0;fraca
22;30;2;0;0.79;0.0;fraca
12;0;0;0;0.0;0.0;fraca
20;30;3;0;0.0;0.0;fraca
22;30;3;0;0.0;0.0;fraca
16;0;3;0;0.0;0.0;fraca
21;30;0;0;1.37;0.59;fraca
5;30;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
22;30;6;0;0.0;0.0;fraca
21;0;2;0;3.34;0.4;fraca
2;30;0;0;1.77;0.2;fraca
20;30;1;0;0.0;0.0;fraca
6;0;0;0;0.0;1.18;fraca
14;30;1;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.2;fraca
15;0;2;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.6;fraca
19;0;2;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
21;30;2;0;0.0;0.0;fraca
21;0;1;0;0.0;0.0;fraca
9;30;5;0;0.0;0.0;fraca
8;0;1;0;0.2;0.0;fraca
2;0;0;0;0.0;0.0;fraca
22;0;1;0;0.0;0.0;fraca
4;30;0;0;2.56;0.2;fraca
14;30;0;0;0.0;0.2;fraca
16;30;0;0;0.0;0.0;fraca
11;30;1;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
0;0;3;0;0.0;0.0;fraca
21;0;1;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
15;0;0;0;0.2;0.0;fraca
1;30;0;0;0.0;0.0;fraca
17;30;0;0;0.4;0.0;fraca
13;0;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
5;30;0;0;0.39;0.0;fraca
22;30;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
4;0;0;0;2.16;2.56;moderada
15;30;0;0;0.0;0.0;fraca
8;0;8;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
8;30;2;0;0.0;0.0;fraca
17;0;1;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
1;0;2;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
20;0;1;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
9;30;1;0;0.0;0.0;fraca
1;0;2;0;1.57;0.4;fraca
8;30;3;0;0.0;0.0;fraca
19;30;1;0;0.0;0.0;fraca
14;0;2;0;0.0;0.2;fraca
9;30;2;1;0.0;0.2;fraca
1;0;0;0;0.0;0.0;fraca
20;0;1;0;0.0;0.0;fraca
1;30;1;0;0.2;0.2;fraca
9;0;2;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
5;0;0;0;0.2;0.0;fraca
18;30;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
23;30;2;0;0.0;0.0;fraca
12;0;0;0;0.79;0.78;fraca
8;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
10;0;1;0;0.0;0.98;fraca
12;30;1;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
19;30;1;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
20;30;1;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
9;30;1;0;0.0;0.0;fraca
4;0;0;0;0.0;0.2;fraca
3;0;1;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
22;0;1;0;0.0;0.0;fraca
14;0;1;0;0.0;0.0;fraca
15;30;1;0;10.56;8.33;moderada
0;0;1;0;0.0;0.0;fraca
7;0;0;0;0.79;0.2;fraca
4;30;0;0;0.0;0.0;fraca
14;30;1;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
20;0;1;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
11;30;1;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
14;0;4;0;0.0;0.0;fraca
23;30;0;0;2.76;0.78;fraca
10;0;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
17;30;1;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
6;30;0;0;0.2;0.0;fraca
8;0;0;0;0.0;0.0;fraca
22;30;5;0;0.0;0.0;fraca
3;30;1;0;0.0;0.0;fraca
