hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
9;0;18;0;0.2;0.0;fraca
23;30;43;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
8;0;10;0;0.0;0.0;fraca
17;0;58;0;0.0;0.0;fraca
1;0;9;0;0.0;0.0;fraca
23;0;42;0;0.0;0.0;fraca
7;0;16;1;0.0;0.0;fraca
4;30;5;0;0.0;0.0;fraca
1;0;27;0;0.0;0.0;fraca
12;0;30;0;0.0;0.0;fraca
14;30;57;0;0.0;0.0;fraca
4;30;2;0;0.0;0.0;fraca
21;30;54;0;0.0;0.0;fraca
11;0;33;0;0.0;0.0;fraca
3;0;15;0;0.99;0.6;fraca
20;0;52;0;0.0;0.0;fraca
6;0;6;0;0.0;0.0;fraca
22;0;72;0;0.0;0.0;fraca
14;0;48;1;0.0;0.2;fraca
23;30;39;0;0.0;0.0;fraca
3;30;12;0;0.0;0.0;fraca
13;0;58;0;0.0;0.0;fraca
13;30;32;0;0.0;0.0;fraca
17;0;45;0;0.0;0.0;fraca
2;30;11;0;0.0;0.0;fraca
8;30;32;0;0.0;0.0;fraca
14;30;66;0;0.0;0.0;fraca
7;30;17;0;0.0;0.0;fraca
19;0;70;0;0.0;0.0;fraca
16;30;43;0;0.0;0.0;fraca
1;0;17;0;0.0;0.0;fraca
9;30;42;0;0.0;0.0;fraca
22;30;58;0;0.0;0.0;fraca
4;0;11;0;0.0;0.0;fraca
16;0;32;0;0.0;0.0;fraca
8;30;24;0;0.0;0.0;fraca
16;0;30;0;0.0;0.0;fraca
3;30;4;0;0.0;0.0;fraca
10;0;33;0;0.0;0.0;fraca
6;30;12;0;0.0;0.0;fraca
19;30;22;0;9.06;23.79;forte
5;0;8;0;0.0;0.0;fraca
9;0;19;0;0.0;0.0;fraca
16;30;33;0;0.0;0.0;fraca
18;0;60;0;0.0;0.0;fraca
4;30;5;0;0.0;0.0;fraca
20;0;66;0;0.0;0.0;fraca
17;30;70;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
19;0;52;0;0.0;0.0;fraca
4;30;3;0;0.0;1.57;fraca
15;30;86;0;0.0;0.0;fraca
21;30;66;0;0.0;0.0;fraca
19;0;50;1;0.0;0.2;fraca
10;0;22;0;0.0;0.0;fraca
21;30;62;0;0.0;0.0;fraca
7;30;31;0;0.0;0.0;fraca
7;30;20;0;0.0;0.0;fraca
18;0;48;0;0.0;0.0;fraca
7;30;19;0;0.0;0.0;fraca
