hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
7;0;0;0;0.0;0.0;fraca
16;0;13;0;0.0;0.0;fraca
17;30;1;0;0.0;0.0;fraca
13;30;1;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
9;30;2;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
12;0;3;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
13;30;2;0;0.0;0.0;fraca
0;0;6;0;0.0;0.0;fraca
23;0;0;0;0.2;0.2;fraca
0;0;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
17;0;3;0;0.0;0.0;fraca
0;0;1;0;0.0;0.0;fraca
23;0;5;0;0.0;0.0;fraca
22;0;4;1;0.0;0.0;fraca
3;30;1;0;0.0;0.4;fraca
17;0;5;0;0.0;0.0;fraca
11;0;4;0;0.0;0.4;fraca
19;0;2;0;0.59;1.77;fraca
21;30;5;0;0.0;0.0;fraca
17;30;2;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
8;0;2;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
7;0;1;0;0.0;0.0;fraca
10;0;1;0;0.0;0.0;fraca
7;30;1;0;0.2;0.2;fraca
18;30;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
20;0;1;0;0.0;0.0;fraca
23;30;9;0;0.0;0.0;fraca
4;30;0;0;0.0;0.59;fraca
13;30;5;0;0.0;0.0;fraca
20;30;7;0;0.0;0.0;fraca
22;30;1;0;0.0;0.0;fraca
10;0;1;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
0;0;6;0;0.0;0.0;fraca
10;30;1;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
4;0;0;0;0.4;1.38;fraca
11;30;1;0;0.2;0.2;fraca
21;30;4;0;0.0;0.0;fraca
12;0;1;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
5;0;0;0;0.2;0.0;fraca
4;0;0;0;0.0;0.0;fraca
11;0;0;0;0.2;0.59;fraca
2;30;0;0;0.0;0.0;fraca
22;0;18;0;0.0;0.0;fraca
12;30;5;0;0.0;0.0;fraca
20;30;3;0;0.0;0.0;fraca
10;30;2;0;0.0;0.0;fraca
3;30;1;0;0.0;0.0;fraca
22;30;5;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
14;0;3;0;0.0;0.0;fraca
21;30;6;0;0.0;0.0;fraca
22;30;5;0;0.0;0.0;fraca
10;30;1;0;0.0;0.0;fraca
22;0;5;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
9;30;2;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
22;0;4;0;0.0;0.0;fraca
8;30;1;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
18;0;1;0;0.0;0.0;fraca
15;0;13;1;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
13;0;1;0;0.0;0.0;fraca
0;0;18;1;4.91;1.38;fraca
5;30;0;0;0.0;0.0;fraca
18;30;3;0;0.2;0.0;fraca
23;30;6;0;0.0;0.0;fraca
14;30;2;0;0.0;0.0;fraca
1;0;0;0;0.0;0.2;fraca
4;30;1;0;0.0;0.0;fraca
9;0;1;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
22;0;0;0;0.0;2.35;fraca
1;30;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
16;30;0;0;0.0;4.33;moderada
9;30;2;0;0.0;0.0;fraca
14;30;3;0;0.0;0.0;fraca
0;30;1;0;0.0;0.0;fraca
21;0;2;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
23;30;2;0;0.0;0.0;fraca
2;30;3;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
3;0;1;0;0.0;0.0;fraca
14;30;17;0;0.98;0.0;fraca
10;30;6;0;0.0;0.0;fraca
10;30;2;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
0;30;2;0;0.0;0.0;fraca
