hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
7;0;8;0;0.0;0.0;fraca
16;0;4;0;0.0;0.0;fraca
17;30;6;0;0.0;0.0;fraca
13;30;10;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
9;30;2;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
12;0;19;0;0.0;0.0;fraca
3;0;1;0;0.0;0.0;fraca
13;30;3;0;0.0;0.0;fraca
0;0;1;0;0.0;0.0;fraca
23;0;0;0;0.2;0.2;fraca
0;0;3;0;0.0;0.0;fraca
5;30;3;0;0.0;0.0;fraca
17;0;3;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
23;0;5;0;0.0;0.0;fraca
22;0;3;0;0.0;0.0;fraca
3;30;0;0;0.0;0.59;fraca
17;0;10;0;0.0;0.0;fraca
11;0;2;0;0.0;0.6;fraca
19;0;6;0;0.78;2.16;fraca
21;30;5;0;0.0;0.0;fraca
17;30;24;0;0.0;0.0;fraca
18;0;5;0;0.0;0.0;fraca
8;0;6;1;0.0;0.0;fraca
21;0;19;0;0.0;0.0;fraca
9;0;5;0;0.0;0.0;fraca
7;0;5;0;0.0;0.0;fraca
10;0;15;0;0.0;0.0;fraca
7;30;2;0;0.0;0.0;fraca
18;30;6;0;0.0;0.0;fraca
3;30;4;0;0.0;0.0;fraca
20;0;7;0;0.0;0.0;fraca
23;30;2;0;0.0;0.0;fraca
4;30;0;0;0.0;0.79;fraca
13;30;2;0;0.0;0.0;fraca
20;30;8;0;0.0;0.0;fraca
22;30;3;0;0.0;0.0;fraca
10;0;2;0;0.0;0.0;fraca
3;30;1;0;0.0;0.0;fraca
0;0;8;0;0.0;0.0;fraca
10;30;12;0;0.0;0.0;fraca
12;0;13;0;0.0;0.0;fraca
6;0;1;0;0.0;0.0;fraca
10;0;4;0;0.0;0.0;fraca
4;0;3;0;0.59;0.98;fraca
11;30;5;0;0.0;0.0;fraca
21;30;2;0;0.0;0.0;fraca
12;0;6;0;0.0;0.0;fraca
8;0;1;0;0.0;0.0;fraca
18;30;7;0;0.0;0.0;fraca
5;0;1;0;0.0;0.0;fraca
4;0;1;0;0.0;0.0;fraca
11;0;7;0;0.0;0.59;fraca
2;30;4;0;0.0;0.0;fraca
22;0;5;0;0.0;0.0;fraca
12;30;11;0;0.0;0.0;fraca
20;30;2;0;0.0;0.0;fraca
10;30;7;0;0.0;0.0;fraca
3;30;9;0;0.0;0.0;fraca
22;30;2;0;0.0;0.0;fraca
7;30;2;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
14;0;10;0;0.0;0.0;fraca
21;30;5;0;0.0;0.0;fraca
22;30;2;0;0.0;0.0;fraca
10;30;2;0;0.0;0.0;fraca
22;0;5;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
9;30;7;0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;fraca
22;0;1;0;0.0;0.0;fraca
8;30;5;0;0.0;0.0;fraca
2;30;1;0;0.0;0.0;fraca
18;0;12;0;0.0;0.0;fraca
15;0;8;1;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
13;0;11;0;0.0;0.0;fraca
0;0;5;0;2.36;1.57;fraca
5;30;0;0;0.0;0.0;fraca
18;30;3;0;0.0;0.0;fraca
23;30;3;0;0.0;0.0;fraca
14;30;23;0;0.0;0.0;fraca
1;0;0;0;0.2;0.0;fraca
4;30;3;0;0.0;0.0;fraca
9;0;3;0;0.0;0.0;fraca
9;0;10;0;0.0;0.0;fraca
4;30;1;0;0.0;0.0;fraca
22;0;0;0;0.0;0.2;fraca
1;30;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
2;30;3;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
9;30;11;0;0.0;0.0;fraca
14;30;20;0;0.0;0.0;fraca
0;30;6;0;0.0;0.0;fraca
21;0;8;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
5;0;1;0;0.0;0.0;fraca
4;0;4;0;0.0;0.0;fraca
23;30;1;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
10;30;4;0;0.0;0.0;fraca
3;0;1;0;0.0;0.0;fraca
14;30;4;0;0.4;0.0;fraca
10;30;6;0;0.0;0.0;fraca
10;30;1;0;0.0;0.0;fraca
2;30;2;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
11;0;1;0;0.0;0.0;fraca
17;30;7;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
13;30;22;0;0.0;0.4;fraca
7;30;2;0;0.0;0.0;fraca
6;30;3;0;0.0;0.0;fraca
8;30;4;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;fraca
1;30;7;0;0.0;0.0;fraca
1;0;9;0;0.0;0.0;fraca
17;0;10;0;0.0;0.0;fraca
12;0;8;0;0.0;0.0;fraca
18;0;14;0;0.0;0.0;fraca
17;30;4;0;0.0;0.0;fraca
23;0;3;0;0.0;0.0;fraca
12;30;2;0;0.0;0.0;fraca
0;0;2;0;0.0;0.0;fraca
9;0;6;0;0.0;0.0;fraca
15;0;4;0;0.0;0.0;fraca
11;0;4;0;0.0;0.0;fraca
15;30;5;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
17;0;39;0;0.0;0.0;fraca
8;0;2;0;0.0;0.0;fraca
23;0;15;0;0.0;0.0;fraca
18;30;6;0;0.0;0.0;fraca
23;0;1;0;2.95;2.75;moderada
19;30;2;0;0.0;0.0;fraca
23;0;12;0;0.0;0.0;fraca
19;0;6;0;0.2;0.78;fraca
16;30;8;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
16;0;3;0;0.0;0.0;fraca
13;0;1;0;0.0;0.0;fraca
16;30;8;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
14;30;12;0;0.0;0.0;fraca
19;0;2;0;0.0;0.0;fraca
18;0;15;0;0.0;9.06;moderada
3;0;0;0;0.0;8.86;moderada
17;0;9;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;fraca
3;0;1;0;0.0;0.0;fraca
22;30;0;0;0.6;0.2;fraca
18;0;4;0;0.0;0.0;fraca
16;30;4;0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;fraca
15;0;14;0;0.0;0.0;fraca
21;30;2;0;0.0;0.0;fraca
16;0;9;0;0.0;0.0;fraca
14;0;5;0;0.0;0.0;fraca
14;0;9;0;0.0;0.0;fraca
18;0;9;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
17;0;7;0;0.0;0.0;fraca
5;0;0;0;0.79;0.59;fraca
20;0;11;0;0.0;0.0;fraca
14;30;2;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
10;0;5;0;0.0;0.0;fraca
0;0;0;0;0.4;0.0;fraca
10;0;3;0;0.0;0.0;fraca
0;30;11;0;0.0;0.0;fraca
10;30;6;0;0.0;0.0;fraca
21;0;5;0;0.0;0.0;fraca
17;30;10;0;0.0;0.0;fraca
21;0;10;0;0.0;0.0;fraca
3;30;44;0;0.0;0.0;fraca
6;0;4;0;0.0;0.0;fraca
19;30;12;0;0.0;0.0;fraca
4;0;15;0;0.0;0.0;fraca
13;30;3;0;0.0;0.0;fraca
15;30;13;0;0.0;0.0;fraca
16;30;2;0;0.0;0.0;fraca
0;0;5;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.2;fraca
13;30;13;0;0.0;0.0;fraca
12;0;5;0;0.0;0.0;fraca
20;0;10;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
11;30;5;0;0.0;0.0;fraca
9;30;4;1;0.39;0.2;fraca
7;0;0;0;0.0;0.0;fraca
14;0;6;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
18;0;6;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
9;30;8;0;0.0;0.0;fraca
2;30;1;0;0.0;0.0;fraca
13;30;6;0;0.0;0.0;fraca
21;30;2;0;0.0;0.0;fraca
1;0;18;0;0.0;0.0;fraca
13;30;13;0;0.0;0.0;fraca
6;0;1;0;0.0;0.0;fraca
10;0;0;0;0.78;0.2;fraca
10;0;15;0;0.0;0.0;fraca
16;0;8;0;0.0;0.0;fraca
21;0;11;0;0.0;0.0;fraca
23;0;3;0;0.0;0.0;fraca
13;30;14;0;0.0;0.0;fraca
