hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
12;30;5;0;0.0;0.0;fraca
15;30;2;0;0.0;0.0;fraca
8;0;6;0;0.0;0.0;fraca
14;30;9;0;0.0;0.0;fraca
6;30;4;0;0.0;0.0;fraca
17;30;3;0;0.0;0.0;fraca
12;0;3;0;0.0;0.0;fraca
13;0;9;0;0.0;0.0;fraca
10;30;2;0;0.0;0.0;fraca
17;30;6;0;0.0;0.0;fraca
12;30;5;0;0.0;0.0;fraca
10;30;4;0;0.0;0.0;fraca
8;0;1;0;0.0;0.0;fraca
1;0;8;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
9;30;4;0;0.0;0.0;fraca
4;0;0;0;0.0;0.59;fraca
17;30;3;0;0.0;0.0;fraca
20;30;7;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
0;30;9;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
10;30;7;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
21;30;1;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
1;0;6;0;0.0;0.0;fraca
2;0;2;0;0.0;0.0;fraca
14;0;4;0;0.0;0.0;fraca
5;30;1;0;0.0;0.0;fraca
5;0;11;0;0.0;0.0;fraca
22;0;4;1;1.77;0.98;fraca
13;30;5;0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
23;0;2;0;0.0;0.0;fraca
8;30;1;0;0.2;0.0;fraca
22;0;2;0;0.0;0.0;fraca
6;30;2;0;0.0;0.0;fraca
15;0;2;0;0.0;0.0;fraca
23;30;2;0;0.4;0.0;fraca
9;30;10;0;0.0;0.0;fraca
12;30;3;0;0.0;0.0;fraca
18;0;1;0;0.6;0.0;fraca
4;0;1;0;0.0;0.0;fraca
2;0;1;0;0.2;1.97;fraca
23;0;1;0;0.0;0.0;fraca
6;30;2;0;0.0;0.0;fraca
7;0;8;0;0.0;0.0;fraca
9;0;5;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
11;30;2;0;0.0;0.0;fraca
5;30;0;0;2.55;0.39;fraca
22;30;5;0;0.98;2.95;moderada
12;0;1;0;0.0;0.0;fraca
21;0;7;0;0.0;0.0;fraca
17;0;0;0;1.77;1.18;fraca
13;30;6;0;0.0;0.0;fraca
8;30;3;0;0.2;0.2;fraca
8;30;4;0;0.0;0.0;fraca
2;30;1;0;0.0;0.0;fraca
15;30;5;0;0.0;0.0;fraca
8;0;2;0;0.0;0.0;fraca
19;0;7;0;0.0;0.0;fraca
19;0;4;0;0.0;0.0;fraca
19;0;2;0;0.0;13.02;forte
16;0;2;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
18;30;3;0;0.0;0.0;fraca
11;0;3;0;0.0;0.0;fraca
2;0;8;0;0.0;0.0;fraca
6;0;2;0;0.0;0.0;fraca
22;30;3;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
17;30;4;0;0.0;0.0;fraca
18;0;1;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
2;30;1;0;0.0;0.0;fraca
13;0;5;0;0.0;0.0;fraca
19;30;4;0;0.0;0.0;fraca
23;30;0;0;0.2;0.2;fraca
13;0;5;0;0.0;0.0;fraca
11;30;4;0;0.0;0.0;fraca
12;30;1;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
17;0;8;0;0.0;0.0;fraca
22;0;1;0;0.0;0.0;fraca
4;0;2;0;0.0;0.0;fraca
16;0;4;0;0.0;0.2;fraca
