hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
12;30;2;0;0.0;0.0;fraca
15;30;1;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
14;30;1;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
17;30;1;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
13;0;3;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
12;30;6;0;0.0;0.0;fraca
10;30;2;0;0.0;0.0;fraca
8;0;1;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.2;fraca
17;30;1;0;0.0;0.0;fraca
20;30;3;0;0.0;0.0;fraca
23;30;0;0;0.2;0.0;fraca
0;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
8;0;1;0;0.0;0.0;fraca
21;30;1;0;0.0;0.0;fraca
15;0;2;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;fraca
14;0;1;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
22;0;1;0;3.93;2.56;moderada
13;30;3;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
16;0;1;0;0.0;0.0;fraca
23;0;1;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
6;30;0;0;0.2;0.0;fraca
15;0;1;0;0.0;0.0;fraca
23;30;1;0;0.0;0.2;fraca
9;30;1;0;0.0;0.2;fraca
12;30;3;0;0.0;0.0;fraca
18;0;0;0;0.2;0.4;fraca
4;0;0;0;0.0;0.0;fraca
2;0;1;0;0.4;0.99;fraca
23;0;3;0;0.79;0.0;fraca
6;30;1;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
9;0;2;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
11;30;2;0;0.0;0.0;fraca
5;30;6;0;1.77;0.6;fraca
22;30;3;0;2.56;2.16;fraca
12;0;0;0;0.0;0.0;fraca
21;0;5;0;0.0;0.0;fraca
17;0;0;0;12.14;0.0;fraca
13;30;1;0;0.0;0.0;fraca
8;30;1;0;0.2;0.0;fraca
8;30;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
15;30;1;0;0.2;0.0;fraca
8;0;0;0;0.0;0.0;fraca
19;0;4;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
19;0;0;0;12.29;7.68;moderada
16;0;1;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
11;0;3;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
6;0;1;0;0.0;0.0;fraca
22;30;2;0;0.0;0.0;fraca
