hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
9;0;11;0;0.6;0.4;fraca
23;30;6;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
8;0;3;0;0.0;0.0;fraca
17;0;11;0;0.0;0.0;fraca
1;0;2;0;0.0;0.0;fraca
23;0;3;0;0.0;0.0;fraca
7;0;6;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
1;0;6;0;0.0;0.0;fraca
12;0;12;0;0.0;0.0;fraca
14;30;28;0;0.0;0.0;fraca
4;30;1;0;0.0;0.0;fraca
21;30;25;0;0.0;0.0;fraca
11;0;9;0;0.0;0.0;fraca
3;0;8;0;0.2;0.4;fraca
20;0;21;0;0.0;0.0;fraca
6;0;1;0;0.0;0.0;fraca
22;0;17;0;0.0;0.0;fraca
14;0;16;0;0.0;0.0;fraca
23;30;17;0;0.0;0.0;fraca
3;30;2;0;0.0;0.0;fraca
13;0;13;0;0.0;0.0;fraca
13;30;13;0;0.0;0.0;fraca
17;0;17;0;0.0;0.0;fraca
2;30;5;0;0.0;0.0;fraca
8;30;8;0;0.0;0.0;fraca
14;30;15;0;0.0;0.0;fraca
7;30;5;0;0.0;0.0;fraca
19;0;26;0;0.0;0.0;fraca
16;30;15;1;0.0;0.0;fraca
1;0;13;0;0.0;0.0;fraca
9;30;16;0;0.0;0.2;fraca
22;30;13;0;0.0;0.0;fraca
4;0;4;0;0.0;0.0;fraca
16;0;4;0;0.0;0.0;fraca
8;30;7;0;0.0;0.0;fraca
16;0;10;0;0.0;0.0;fraca
3;30;0;0;0.6;0.59;fraca
10;0;14;0;0.0;0.0;fraca
6;30;4;0;0.0;0.0;fraca
19;30;4;0;0.0;3.74;moderada
5;0;3;0;0.0;0.0;fraca
9;0;15;0;0.0;0.0;fraca
16;30;7;0;0.0;0.0;fraca
18;0;16;0;0.0;0.0;fraca
4;30;2;0;0.0;0.0;fraca
20;0;13;0;0.0;0.0;fraca
17;30;24;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
19;0;18;0;0.0;0.0;fraca
4;30;0;0;0.0;0.2;fraca
15;30;12;0;0.0;0.0;fraca
21;30;18;0;0.0;0.0;fraca
19;0;16;0;0.2;0.0;fraca
10;0;1;0;0.0;0.0;fraca
21;30;10;0;0.0;0.0;fraca
7;30;7;0;0.0;0.0;fraca
7;30;3;0;0.0;0.0;fraca
18;0;14;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
2;30;8;0;0.0;0.0;fraca
16;0;16;0;0.0;0.0;fraca
12;30;15;0;0.0;0.0;fraca
17;0;13;0;0.0;0.0;fraca
21;0;17;0;0.0;0.0;fraca
10;30;2;0;0.98;0.2;fraca
22;30;9;0;1.57;1.57;fraca
6;0;6;0;0.0;0.0;fraca
22;0;11;0;0.0;0.0;fraca
18;0;15;0;0.0;0.0;fraca
10;0;6;0;0.0;0.0;fraca
11;0;6;0;0.0;0.0;fraca
12;0;19;0;0.0;0.0;fraca
15;30;9;0;0.0;0.0;fraca
