hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
19;30;2;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
3;0;2;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
13;0;2;0;0.0;0.0;fraca
13;0;4;0;0.0;0.0;fraca
6;30;1;0;0.0;0.0;fraca
22;30;1;0;0.0;0.0;fraca
11;30;0;0;0.2;0.2;fraca
8;30;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.6;fraca
18;30;1;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
19;0;14;0;0.0;0.0;fraca
22;0;1;0;0.2;0.0;fraca
6;30;0;0;0.0;0.0;fraca
9;0;1;0;0.0;0.0;fraca
19;30;0;0;0.0;3.74;moderada
7;0;0;0;0.0;0.6;fraca
19;30;0;0;0.0;0.0;fraca
13;30;1;0;0.0;0.0;fraca
11;0;0;0;0.99;0.39;fraca
9;0;4;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
16;0;1;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
3;0;4;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
13;0;1;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
20;0;1;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
22;30;1;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
15;0;1;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
15;30;1;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
12;0;1;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
10;30;1;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
18;0;0;0;6.5;0.2;fraca
10;30;0;0;0.0;0.0;fraca
22;0;4;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
12;30;1;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
9;0;1;0;0.0;0.0;fraca
15;0;8;0;0.0;0.0;fraca
1;30;2;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
23;0;3;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
21;0;1;0;0.0;0.0;fraca
17;0;1;0;0.0;9.09;moderada
17;0;3;0;0.0;0.2;fraca
13;30;0;0;0.0;0.0;fraca
23;30;2;0;0.0;0.0;fraca
19;0;6;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
10;0;1;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
18;30;1;0;0.0;0.0;fraca
19;30;5;0;0.0;0.0;fraca
21;30;3;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
13;0;3;0;0.0;0.0;fraca
1;0;0;0;1.76;0.59;fraca
23;30;0;0;0.0;0.2;fraca
17;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
23;0;1;1;0.2;1.38;fraca
16;30;3;0;0.2;0.0;fraca
20;0;1;0;0.0;0.6;fraca
0;30;8;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
16;0;1;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
11;0;2;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
21;30;0;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
17;0;2;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
19;30;2;0;0.99;2.16;fraca
10;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
2;30;0;0;0.39;0.79;fraca
11;0;2;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
22;30;1;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
9;0;1;0;0.0;0.0;fraca
17;0;1;0;0.0;0.98;fraca
18;0;1;0;0.0;0.0;fraca
22;30;1;0;0.98;0.4;fraca
12;0;0;0;0.0;0.0;fraca
20;30;2;0;0.0;0.0;fraca
22;30;1;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
21;30;0;0;1.37;0.79;fraca
5;30;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
22;30;1;0;0.0;0.0;fraca
21;0;5;0;15.21;4.33;moderada
2;30;0;0;0.79;0.59;fraca
20;30;0;0;0.0;0.0;fraca
6;0;0;0;0.2;0.0;fraca
14;30;0;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
12;0;0;0;0.2;0.0;fraca
15;0;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
15;30;0;0;0.2;0.6;fraca
19;0;0;0;0.0;0.0;fraca
11;0;1;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
7;0;1;0;0.2;0.0;fraca
21;30;2;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.2;fraca
2;0;0;0;0.0;0.0;fraca
22;0;4;0;0.0;0.0;fraca
4;30;0;0;5.31;0.0;fraca
14;30;0;0;0.0;0.98;fraca
16;30;2;0;0.0;5.31;moderada
11;30;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
15;0;1;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
19;0;2;0;0.0;0.0;fraca
20;0;1;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
23;30;1;0;0.0;0.0;fraca
4;0;13;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
21;0;1;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
0;0;1;0;0.0;0.0;fraca
21;0;1;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
12;0;1;0;0.0;0.0;fraca
15;0;1;0;0.98;0.2;fraca
1;30;0;0;0.0;0.0;fraca
17;30;1;0;0.4;0.0;fraca
13;0;2;0;0.2;0.0;fraca
16;30;0;0;0.0;0.0;fraca
5;30;0;0;1.38;0.2;fraca
22;30;6;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
4;0;0;0;0.0;5.31;moderada
15;30;0;0;0.0;0.0;fraca
8;0;1;0;0.0;0.0;fraca
6;30;2;0;0.0;0.0;fraca
8;30;0;0;0.2;0.0;fraca
17;0;2;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
1;0;2;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
13;0;2;0;0.0;0.0;fraca
6;0;0;0;0.0;0.2;fraca
20;0;0;0;0.0;0.0;fraca
10;30;1;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
1;0;0;0;0.4;0.4;fraca
8;30;0;0;0.0;0.0;fraca
19;30;1;0;0.0;0.0;fraca
14;0;0;0;0.2;0.0;fraca
9;30;0;0;0.0;0.4;fraca
1;0;0;0;0.0;0.0;fraca
20;0;1;0;0.0;0.0;fraca
1;30;0;0;0.59;0.6;fraca
9;0;1;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
5;0;0;0;1.18;0.2;fraca
18;30;2;0;0.39;0.2;fraca
9;0;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
12;0;0;0;0.4;0.2;fraca
8;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
12;30;7;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
18;0;0;0;0.2;0.0;fraca
11;30;0;0;0.0;0.0;fraca
13;30;2;0;0.0;0.2;fraca
6;30;0;0;0.0;0.0;fraca
5;30;1;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
20;30;1;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
12;0;6;0;0.0;0.0;fraca
9;30;1;0;0.0;0.0;fraca
4;0;0;0;0.2;0.0;fraca
3;0;0;0;0.0;0.0;fraca
15;0;1;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
22;0;1;0;0.0;0.0;fraca
14;0;2;0;0.0;0.0;fraca
15;30;1;0;0.0;4.33;moderada
0;0;5;0;0.0;0.0;fraca
7;0;0;0;0.2;0.4;fraca
4;30;0;0;3.15;0.2;fraca
14;30;0;0;0.0;0.0;fraca
1;30;2;0;0.0;0.0;fraca
22;30;4;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
20;0;7;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
9;30;0;0;0.2;0.0;fraca
11;30;0;0;0.0;0.0;fraca
15;0;1;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
23;30;1;0;1.38;0.59;fraca
10;0;2;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
17;30;2;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
6;30;0;0;0.4;0.2;fraca
8;0;1;0;0.0;0.0;fraca
22;30;2;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
