hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
20;30;14;0;0.0;0.0;fraca
11;30;7;0;0.0;0.0;fraca
5;0;4;0;0.0;0.0;fraca
22;0;15;1;1.19;2.36;fraca
20;30;21;0;0.0;0.0;fraca
21;0;21;0;0.0;0.0;fraca
23;30;4;0;1.57;0.6;fraca
23;0;0;0;0.4;0.0;fraca
17;30;14;0;0.0;0.0;fraca
13;30;13;1;0.39;0.2;fraca
8;30;10;0;0.0;0.0;fraca
14;30;12;0;0.0;0.0;fraca
21;30;5;0;0.0;0.0;fraca
2;30;3;0;0.0;0.0;fraca
10;0;6;0;0.0;0.0;fraca
14;30;13;0;0.0;0.0;fraca
1;0;9;0;0.0;0.0;fraca
18;30;37;0;0.0;0.0;fraca
5;30;2;0;0.0;0.0;fraca
3;30;1;0;0.0;0.0;fraca
20;30;16;0;0.0;0.0;fraca
2;30;1;0;0.0;0.0;fraca
14;30;10;0;0.0;0.0;fraca
10;0;8;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
9;0;14;0;0.0;0.0;fraca
11;0;8;0;0.0;0.0;fraca
13;0;10;0;0.0;0.0;fraca
12;0;10;0;0.0;0.0;fraca
0;0;5;0;0.0;0.0;fraca
8;30;11;0;0.0;0.0;fraca
13;30;11;0;0.0;0.0;fraca
22;30;11;0;0.0;0.0;fraca
0;30;5;0;0.0;0.0;fraca
16;30;15;0;0.0;0.0;fraca
10;0;10;0;0.0;0.0;fraca
5;0;3;0;0.0;0.0;fraca
12;0;10;0;0.0;0.2;fraca
0;30;16;0;0.0;0.0;fraca
22;0;11;0;0.0;0.0;fraca
22;0;15;0;0.0;0.0;fraca
15;30;33;0;0.0;0.0;fraca
5;0;3;0;0.0;0.0;fraca
20;30;17;0;0.0;0.2;fraca
10;0;7;0;0.0;0.0;fraca
15;0;8;0;0.0;0.0;fraca
22;30;25;0;0.0;0.0;fraca
3;0;4;0;0.2;0.0;fraca
2;0;1;0;0.0;0.0;fraca
17;30;9;0;0.0;0.0;fraca
21;0;13;0;0.0;0.0;fraca
19;0;15;0;0.0;0.0;fraca
16;0;12;0;0.0;0.0;fraca
20;30;20;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
8;0;16;0;0.0;0.0;fraca
14;30;8;0;0.0;0.0;fraca
23;0;14;0;0.0;0.0;fraca
12;0;11;0;0.0;0.0;fraca
0;0;4;0;0.0;0.0;fraca
3;30;3;0;0.0;0.0;fraca
21;30;24;0;0.0;0.0;fraca
18;30;19;0;0.2;0.2;fraca
16;30;12;0;0.0;0.0;fraca
4;30;1;0;0.0;0.0;fraca
10;30;5;0;0.0;0.0;fraca
21;0;12;0;0.0;0.0;fraca
16;30;8;0;0.0;0.0;fraca
8;0;2;0;0.0;0.0;fraca
22;30;11;0;0.0;0.0;fraca
6;0;3;0;0.0;0.0;fraca
12;0;2;1;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
23;0;9;0;0.0;0.0;fraca
14;30;15;0;0.0;0.0;fraca
14;0;11;0;0.0;0.2;fraca
4;0;8;0;0.0;0.0;fraca
12;30;6;0;0.0;0.0;fraca
11;0;6;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
9;30;7;0;0.0;0.0;fraca
0;0;19;0;0.0;0.0;fraca
20;0;10;0;0.0;0.0;fraca
21;0;20;0;0.0;0.0;fraca
4;0;9;0;0.2;0.0;fraca
11;0;6;0;0.0;0.0;fraca
14;0;11;0;0.0;0.0;fraca
3;0;3;0;0.0;0.39;fraca
12;0;9;0;0.0;0.0;fraca
0;0;7;0;0.0;0.0;fraca
17;0;3;0;0.0;0.0;fraca
13;30;11;0;0.0;0.0;fraca
15;0;32;0;0.0;0.0;fraca
19;30;21;0;0.0;0.0;fraca
22;30;10;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
8;0;3;0;0.0;0.0;fraca
9;30;6;0;0.0;0.0;fraca
12;30;12;0;0.0;0.0;fraca
20;30;19;0;0.0;0.0;fraca
6;0;1;0;0.0;0.0;fraca
21;30;11;0;0.2;1.19;fraca
6;0;4;0;0.0;0.0;fraca
18;30;22;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
12;0;12;0;0.0;0.0;fraca
20;0;11;0;0.0;0.0;fraca
4;30;2;1;0.79;0.2;fraca
14;0;24;0;0.0;0.0;fraca
6;0;4;0;0.0;0.0;fraca
1;0;7;0;0.0;0.0;fraca
18;0;9;0;0.0;0.0;fraca
16;30;12;0;0.0;0.0;fraca
17;30;11;1;0.59;0.4;fraca
19;0;16;0;0.0;0.0;fraca
8;0;2;0;0.2;0.59;fraca
12;0;6;0;0.0;0.0;fraca
17;30;10;0;0.0;0.0;fraca
0;0;8;0;0.0;0.0;fraca
15;30;11;1;0.0;0.0;fraca
22;0;7;0;0.0;0.0;fraca
21;0;29;0;0.0;0.0;fraca
13;30;13;0;0.0;0.0;fraca
22;30;0;0;0.4;0.4;fraca
19;0;12;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
4;30;0;0;0.2;0.0;fraca
15;30;6;0;0.0;0.0;fraca
11;30;3;0;0.0;0.0;fraca
17;30;17;0;0.0;0.0;fraca
17;30;13;0;0.0;0.0;fraca
1;0;6;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
10;0;11;0;0.0;0.79;fraca
3;0;2;0;0.0;0.0;fraca
10;30;3;0;0.0;0.0;fraca
8;0;3;0;0.0;0.0;fraca
19;30;15;0;0.0;0.0;fraca
22;30;7;0;0.0;0.0;fraca
15;30;10;0;0.0;0.0;fraca
17;30;20;0;0.0;0.0;fraca
13;30;10;0;0.2;0.0;fraca
18;30;27;0;0.0;0.0;fraca
15;30;9;0;0.0;0.0;fraca
20;0;18;0;0.0;0.0;fraca
20;0;12;0;0.0;0.0;fraca
21;30;22;0;0.0;0.0;fraca
16;0;11;0;0.0;0.0;fraca
9;0;5;0;0.0;0.0;fraca
1;30;1;0;0.0;0.0;fraca
17;0;11;0;0.0;0.0;fraca
7;30;8;0;0.0;0.0;fraca
9;30;8;0;0.0;0.0;fraca
9;30;3;0;0.0;0.0;fraca
19;0;17;0;0.0;0.0;fraca
1;0;7;0;0.0;0.0;fraca
0;30;2;0;0.0;0.0;fraca
22;30;4;0;0.0;0.0;fraca
20;0;22;0;0.0;0.0;fraca
