hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
20;30;0;0;0.0;0.0;fraca
11;30;1;0;0.2;0.0;fraca
5;0;0;0;0.0;0.0;fraca
22;0;0;0;0.6;1.18;fraca
20;30;0;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
23;30;0;0;2.17;2.55;moderada
23;0;0;0;0.4;0.4;fraca
17;30;1;0;0.0;0.0;fraca
13;30;0;0;0.2;0.0;fraca
8;30;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
21;30;0;0;0.0;0.0;fraca
2;30;1;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
1;0;2;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
5;30;0;0;0.2;0.2;fraca
3;30;0;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
13;0;1;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
0;0;0;0;0.4;0.2;fraca
8;30;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
10;0;1;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
12;0;0;0;0.99;0.59;fraca
0;30;0;0;0.0;0.0;fraca
22;0;1;0;0.0;0.2;fraca
22;0;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
20;30;2;0;0.79;1.57;fraca
10;0;0;0;0.0;0.0;fraca
15;0;1;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
17;30;1;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
20;30;0;0;0.2;0.0;fraca
5;30;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.2;fraca
0;0;0;0;0.0;0.0;fraca
