hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
12;30;3;0;0.0;0.0;fraca
15;30;5;0;0.0;0.0;fraca
8;0;1;0;0.0;0.0;fraca
14;30;2;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
17;30;2;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
13;0;1;0;0.0;0.0;fraca
10;30;1;0;0.0;0.0;fraca
17;30;2;0;0.0;0.0;fraca
12;30;3;0;0.0;0.0;fraca
10;30;1;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
1;0;2;0;0.0;0.0;fraca
2;0;2;0;0.0;0.0;fraca
9;30;1;0;0.0;0.0;fraca
4;0;1;0;0.2;0.2;fraca
17;30;2;0;0.0;0.0;fraca
20;30;16;0;0.0;0.0;fraca
23;30;0;0;0.2;0.0;fraca
0;30;2;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
10;30;3;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
21;30;0;0;0.0;0.0;fraca
15;0;2;0;0.0;0.0;fraca
1;0;1;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
14;0;1;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
22;0;5;1;1.18;3.93;moderada
13;30;1;0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;fraca
16;0;2;0;0.0;0.0;fraca
23;0;1;0;0.0;0.0;fraca
8;30;1;0;0.0;0.0;fraca
22;0;6;0;0.0;0.0;fraca
6;30;0;0;0.6;0.2;fraca
15;0;0;0;0.0;0.0;fraca
23;30;2;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
18;0;1;0;0.0;0.2;fraca
4;0;0;0;0.0;0.0;fraca
2;0;1;0;1.37;2.95;moderada
23;0;5;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
7;0;0;0;1.58;1.18;fraca
9;0;3;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
11;30;3;0;0.0;0.0;fraca
5;30;0;0;1.78;0.6;fraca
22;30;8;0;3.93;2.75;moderada
12;0;3;0;0.0;0.0;fraca
21;0;3;0;0.0;0.0;fraca
17;0;2;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
8;30;1;0;0.2;0.0;fraca
8;30;0;0;0.0;0.0;fraca
2;30;2;0;0.0;0.0;fraca
15;30;8;0;0.0;0.0;fraca
8;0;2;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
19;0;1;0;1.97;1.77;fraca
16;0;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
18;30;2;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
22;30;5;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
13;0;1;0;0.0;0.0;fraca
2;30;2;0;0.0;0.0;fraca
13;0;3;0;0.0;0.0;fraca
19;30;1;0;0.0;0.0;fraca
23;30;0;0;0.2;0.0;fraca
13;0;4;0;0.0;0.0;fraca
11;30;1;0;0.0;0.0;fraca
12;30;2;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
2;0;0;0;1.37;0.39;fraca
17;0;4;0;0.0;0.0;fraca
22;0;1;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
16;0;3;0;0.0;0.0;fraca
13;0;0;0;0.2;0.0;fraca
10;30;2;0;0.0;0.0;fraca
17;0;1;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
21;0;6;0;0.0;0.0;fraca
14;0;2;0;0.0;0.0;fraca
7;0;3;0;0.0;0.0;fraca
22;0;4;0;0.0;0.0;fraca
13;30;2;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
10;30;1;0;0.0;0.2;fraca
21;0;8;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
3;0;1;0;0.0;0.0;fraca
15;30;3;0;0.0;0.0;fraca
9;0;1;0;0.0;0.0;fraca
12;0;1;0;0.0;0.0;fraca
21;30;2;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
15;30;2;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
10;0;1;0;0.0;0.0;fraca
23;0;3;0;2.75;0.2;fraca
6;30;0;0;0.0;0.0;fraca
21;30;5;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
15;30;2;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
11;0;1;0;0.2;0.0;fraca
0;30;1;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
19;0;5;0;0.0;0.0;fraca
11;0;4;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
7;30;3;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
22;0;2;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
11;0;1;0;0.4;0.0;fraca
11;30;1;0;0.0;0.0;fraca
11;30;2;0;0.0;0.0;fraca
17;0;3;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
19;0;2;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
10;0;1;0;0.0;0.0;fraca
13;0;9;0;0.0;0.0;fraca
14;0;9;0;0.0;0.0;fraca
22;0;0;0;1.57;0.6;fraca
10;0;1;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
20;30;1;0;0.0;0.0;fraca
12;0;6;0;0.0;0.0;fraca
12;30;3;0;0.0;0.0;fraca
18;0;1;0;0.0;0.0;fraca
19;0;3;0;0.0;0.0;fraca
20;0;3;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
16;0;2;0;0.0;0.0;fraca
16;0;2;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
19;30;1;0;0.0;0.0;fraca
23;0;2;0;0.0;0.0;fraca
11;30;2;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
14;30;2;0;0.0;0.0;fraca
11;30;1;0;0.0;0.0;fraca
12;0;2;0;0.0;0.0;fraca
14;30;1;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
17;30;2;0;0.0;0.0;fraca
23;30;1;0;0.0;0.0;fraca
15;0;3;0;0.0;0.0;fraca
18;0;3;0;0.0;0.0;fraca
11;0;1;0;0.0;0.0;fraca
18;0;7;0;0.59;0.2;fraca
11;30;1;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
4;0;0;0;4.51;3.15;moderada
15;0;1;0;0.0;0.0;fraca
20;0;2;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
10;0;1;0;0.0;0.0;fraca
20;30;1;0;0.0;0.0;fraca
20;0;6;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
20;0;4;0;0.0;0.0;fraca
18;30;1;0;0.0;0.0;fraca
4;0;2;0;0.2;0.0;fraca
16;0;1;0;0.0;0.0;fraca
21;30;6;0;2.16;1.18;fraca
6;0;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
