hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
8;30;0;0;0.0;0.0;fraca
19;30;0;0;0.79;0.59;fraca
20;30;1;0;0.0;0.0;fraca
12;0;4;0;0.0;0.0;fraca
19;30;3;0;0.0;0.0;fraca
17;30;5;0;0.0;0.0;fraca
12;0;3;0;0.2;0.0;fraca
11;0;2;0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;fraca
18;0;6;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
9;0;2;0;0.0;0.0;fraca
10;30;1;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
13;0;9;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
21;0;4;0;0.0;0.0;fraca
15;0;5;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
12;0;2;0;0.0;0.0;fraca
19;0;0;0;0.0;0.79;fraca
18;30;1;0;0.2;0.0;fraca
17;0;3;0;0.0;0.0;fraca
12;0;2;0;0.0;0.0;fraca
21;30;2;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
6;30;5;0;0.0;0.0;fraca
20;0;3;0;0.0;0.0;fraca
17;0;3;0;0.0;0.0;fraca
17;30;3;0;0.0;0.0;fraca
6;30;1;0;0.0;0.0;fraca
11;0;4;0;0.0;0.2;fraca
6;30;0;0;0.4;0.0;fraca
14;0;1;0;0.0;0.0;fraca
22;30;2;0;0.0;0.0;fraca
1;0;0;0;2.95;0.4;fraca
6;0;1;0;0.0;0.0;fraca
5;0;0;0;0.0;0.2;fraca
7;0;0;0;0.0;0.0;fraca
14;30;3;0;0.2;0.59;fraca
10;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
11;0;2;0;0.0;0.0;fraca
21;0;2;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
22;0;1;0;0.0;0.0;fraca
22;30;2;0;0.0;0.0;fraca
11;30;2;0;0.99;0.0;fraca
9;0;1;0;0.0;0.0;fraca
10;0;4;0;0.0;0.0;fraca
0;30;2;0;0.0;0.0;fraca
